"lat","long"
"32.5394258975745","-86.6412963366002"
"30.7431198060218","-87.7247959216309"
"31.8773430805918","-85.3923781074187"
"33.0002070701052","-87.127522188921"
"33.9832466036745","-86.5670469299079"
"32.1060718399967","-85.7159800029485"
"31.7580556703554","-86.6847498811019"
"33.7763700774768","-85.8253757966148"
"32.9201538149504","-85.3899707458853"
"34.1757253213571","-85.6003543867721"
"32.8547694116063","-86.7184972719511"
"32.0234470069562","-88.2626648338986"
"31.6847527389541","-87.8274289966666"
"33.2748573126043","-85.8616113146706"
"33.6758062428239","-85.5195007339378"
"31.4109318233577","-85.9881473359728"
"34.7015955113203","-87.8034481870562"
"31.4345521114069","-86.9907602671916"
"32.9409767434432","-86.2468115477347"
"31.2505301039282","-86.4487163667739"
"31.7377925663111","-86.3146833456048"
"34.1357819807786","-86.86535722435"
"31.439273813461","-85.6133423007452"
"32.3315315385185","-87.1043063804584"
"34.4632951203246","-85.8027195279391"
"32.6003895218243","-86.1503324995721"
"31.1324450213179","-87.1601472937624"
"34.0485003289158","-86.0367302008451"
"33.7260261210506","-87.737742979338"
"34.4449176868405","-87.8426195662438"
"31.1001320766461","-85.8341029037921"
"32.8596557753043","-87.9516140793219"
"32.7698584600609","-87.6271091787476"
"31.53050556716","-85.2398855697139"
"31.1639522775507","-85.295628503887"
"34.7845460986246","-85.9952751083579"
"33.5579092413141","-86.896708789793"
"33.7830603386868","-88.0945273922455"
"34.9066979431331","-87.6488434470746"
"34.526514812596","-87.3089014811598"
"32.6064576974204","-85.3562283633625"
"34.8163789290419","-86.9801814141269"
"32.1608230436451","-86.6494392278425"
"32.3934965060636","-85.69087037498"
"34.7651010882061","-86.5472807154929"
"32.2534381384492","-87.787877640873"
"34.140788135167","-87.8849450031528"
"34.3718699691438","-86.302793028645"
"30.8001308628287","-88.2100260648818"
"31.5774301370308","-87.3615491792935"
"32.2283093318539","-86.2071273318267"
"34.4570095908676","-86.8516880653558"
"32.6396986057525","-87.2926151419453"
"33.2861593034844","-88.0889037432895"
"31.8111171547456","-85.9411978790374"
"33.3007612720445","-85.4578913968931"
"32.2954718902876","-85.181398543058"
"33.7160653832485","-86.3149603136949"
"33.272014559613","-86.6612226774183"
"32.5903760181919","-88.200381041955"
"33.3858891640255","-86.1654905410663"
"32.8692779032945","-85.79606544989"
"33.2975647554233","-87.5198999417756"
"33.8102263887816","-87.2970704544493"
"31.4129397244507","-88.2059171612332"
"31.9975009661939","-87.3083573332757"
"34.1559447966348","-87.3734998783033"
"35.3948663775853","-109.486869699909"
"31.8903577375149","-109.750719083299"
"35.8414507073867","-111.759931987414"
"33.805894727626","-110.807391425308"
"32.9409666834132","-109.88883003281"
"33.2270904820489","-109.243637140534"
"33.7334102554609","-113.978255056765"
"33.3596368341504","-112.488493642685"
"35.7042637223971","-113.749618201112"
"35.4016404616861","-110.314143267793"
"32.104762942341","-111.790885265278"
"32.9142837571722","-111.348375701699"
"31.5299692451963","-110.846130423492"
"34.6071949049982","-112.546517462742"
"32.7736857305133","-113.909603870306"
"34.2912592147516","-91.3678684232219"
"33.1945717090688","-91.7596676249568"
"36.2837212434874","-92.3326457726199"
"36.3364416084044","-94.2489279964066"
"36.3065437801018","-93.0865429109142"
"33.4711104631821","-92.1516253479055"
"33.5621768363372","-92.4946348986982"
"36.3372734946109","-93.5326091050477"
"33.2725528923772","-91.2880020781422"
"34.0574002684578","-93.1714980817598"
"36.3650513990756","-90.4090327539035"
"35.5399541786439","-92.0230870833194"
"33.9048642495392","-92.1771513322028"
"33.2164445864569","-93.2163798361214"
"35.2666670350798","-92.6957142810237"
"35.8359374353091","-90.6352643795293"
"35.5912753159564","-94.2389409492345"
"35.2128218822804","-90.3031095265951"
"35.2949065054308","-90.769322195715"
"33.9763012422475","-92.6495724508668"
"33.8368219609331","-91.2453797212403"
"33.5893699083496","-91.7101268060265"
"35.1514989285106","-92.3314673491425"
"35.5145551469524","-93.8859998041743"
"36.3783052952686","-91.8189273110402"
"34.5802185867183","-93.1439898489933"
"34.2928837495679","-92.4174383341739"
"36.1238528693071","-90.5572267740326"
"33.738914216742","-93.6611912163054"
"34.3230760055917","-92.9400223796585"
"34.090655823816","-93.9883493621606"
"35.7422908995296","-91.5671059147586"
"36.0943379320596","-91.910936021829"
"35.6017978727727","-91.2138551599888"
"34.2725006688104","-91.9252667958524"
"35.5719870152598","-93.4521845489023"
"33.2444061992858","-93.5994184565791"
"36.0458874407357","-91.1094090031298"
"34.7846466382809","-90.7766087603229"
"33.9562279672082","-91.7236587715946"
"33.703788171192","-94.223934784503"
"35.2190596267627","-93.7086954774939"
"34.7578004428543","-91.8864541548522"
"36.0128806727117","-93.7183683102166"
"36.2684792666338","-92.6790616915073"
"33.3150048951839","-93.8864187877552"
"35.7623067302061","-90.0525073748005"
"34.6780117013568","-91.1969454216582"
"34.5449570151997","-93.6520792926336"
"33.6689736206405","-93.3009450699835"
"35.9225774888097","-93.2112132337444"
"33.600012101507","-92.8764107603542"
"34.9496735245955","-92.9259904949665"
"34.437914402473","-90.8427421330642"
"34.1675278108585","-93.6492924640265"
"35.5758912735495","-90.6642929510115"
"34.4909430524594","-94.2191224599414"
"35.4514758504519","-93.0265837767512"
"34.8352597720129","-91.5484536058928"
"34.7748742801118","-92.3083578984637"
"36.3402861743413","-91.0315620019318"
"35.0233930149412","-90.7428442687523"
"34.6488370343293","-92.6694032382368"
"34.8676762804207","-94.0549526882402"
"35.9154167447942","-92.6957389884481"
"35.2024191665003","-94.2706333653196"
"34.0003122903126","-94.2375822831962"
"36.1601750126525","-91.4841657816542"
"35.8608459264074","-92.1540440793634"
"33.1740291532616","-92.5867604525475"
"35.5854117984935","-92.50840849525"
"35.9819585357274","-94.2098902363451"
"35.2606777459597","-91.7431974972384"
"35.1886366988571","-91.2386422059968"
"35.0058639719876","-93.4016759053884"
"37.6427538175593","-121.877536564669"
"38.5944827124794","-119.816969555325"
"38.442106708981","-120.644671477383"
"39.6621497645856","-121.592903900698"
"38.2016554156641","-120.544721185076"
"39.1791368422523","-122.232809625795"
"37.9132250433937","-121.911869622911"
"41.7400486802537","-123.890021978783"
"38.7752063001176","-120.517522300855"
"36.7542967043676","-119.641138996391"
"39.5970360378182","-122.382524845703"
"40.6989982819481","-123.863721331101"
"33.039838042942","-115.366352203585"
"36.5085061706228","-117.406486112982"
"35.3452714217808","-118.730511298619"
"36.0785190838867","-119.803372971638"
"39.0981291134684","-122.746032947953"
"40.6693581104795","-120.589873581016"
"34.3582157529344","-118.215558479567"
"37.2129874278299","-119.746069397522"
"38.0730544801963","-122.720201149322"
"37.5757450875305","-119.898135344277"
"39.4371810972607","-123.378752696771"
"37.1870264718729","-120.704410084798"
"41.5843445471587","-120.720644324097"
"37.9331125082933","-118.883647354028"
"36.2177600266972","-121.228574835268"
"38.5077742089095","-122.327411720009"
"39.296546071096","-120.759455676513"
"33.7039850984544","-117.756669305964"
"39.0602678729916","-120.710190742632"
"40.0021206296282","-120.838647840382"
"33.7443747749737","-115.994137535685"
"38.4655065551667","-121.318426499015"
"36.6058412564491","-121.06108703417"
"34.843872605914","-116.175992562206"
