"","FIPS","lname","votes","totalvotes","state","county","pct"
"1357","18031","Trump",9570,12006,"indiana","decatur",0.797101449275362
"1360","18033","Trump",14237,19203,"indiana","de kalb",0.741394573764516
"1361","18035","Trump",26827,47301,"indiana","delaware",0.567155028434917
"1363","18037","Trump",15032,21324,"indiana","dubois",0.70493340836616
"1366","18039","Trump",46972,73080,"indiana","elkhart",0.642747673782157
"1368","18041","Trump",7755,9992,"indiana","fayette",0.776120896717374
"1369","18043","Trump",23400,40911,"indiana","floyd",0.571973307912297
"1372","18045","Trump",6154,7783,"indiana","fountain",0.790697674418605
"1373","18047","Trump",9691,11828,"indiana","franklin",0.819327020629016
"1375","18049","Trump",6694,8974,"indiana","fulton",0.745932694450635
"1377","18051","Trump",11817,15844,"indiana","gibson",0.745834385256248
"1379","18053","Trump",18543,26558,"indiana","grant",0.698207696362678
"1381","18055","Trump",11103,14492,"indiana","greene",0.766146839635661
"1384","18057","Trump",101587,189977,"indiana","hamilton",0.534733151907863
"1385","18059","Trump",28996,41891,"indiana","hancock",0.69217731732353
"1387","18061","Trump",14565,19908,"indiana","harrison",0.73161543098252
"1389","18063","Trump",53802,86406,"indiana","hendricks",0.622665092701896
"1392","18065","Trump",15043,20587,"indiana","henry",0.730703842230534
"1393","18067","Trump",26400,39670,"indiana","howard",0.665490294933199
"1395","18069","Trump",13147,17402,"indiana","huntington",0.755487874956902
"1398","18071","Trump",14555,18857,"indiana","jackson",0.771861908044758
"1399","18073","Trump",11383,15181,"indiana","jasper",0.74981885251301
"1402","18075","Trump",6361,8287,"indiana","jay",0.767587788101846
"1403","18077","Trump",9659,14390,"indiana","jefferson",0.671230020847811
"1406","18079","Trump",9490,12013,"indiana","jennings",0.789977524348622
"1408","18081","Trump",51209,75938,"indiana","johnson",0.674352761463299
"1409","18083","Trump",11654,15721,"indiana","knox",0.741301443928503
"1412","18085","Trump",26476,34826,"indiana","kosciusko",0.760236604835468
"1414","18087","Trump",8110,10465,"indiana","lagrange",0.774964166268514
"1416","18089","Trump",91733,216534,"indiana","lake",0.423642476470208
"1417","18091","Trump",25991,48410,"indiana","la porte",0.536893203883495
"1419","18093","Trump",15601,20562,"indiana","lawrence",0.758729695554907
"1421","18095","Trump",31215,50739,"indiana","madison",0.615207237036599
"1423","18097","Trump",133968,381233,"indiana","marion",0.351407144712026
"1426","18099","Trump",13844,19556,"indiana","marshall",0.707915729187973
"1427","18101","Trump",4029,5040,"indiana","martin",0.799404761904762
"1430","18103","Trump",10925,14160,"indiana","miami",0.771539548022599
"1432","18105","Trump",22071,61932,"indiana","monroe",0.356374733578764
"1433","18107","Trump",12659,16872,"indiana","montgomery",0.75029634898056
"1435","18109","Trump",27510,35287,"indiana","morgan",0.779607220789526
"1438","18111","Trump",4942,6451,"indiana","newton",0.766082777863897
"1439","18113","Trump",14195,18855,"indiana","noble",0.752850702731371
"1442","18115","Trump",2392,3142,"indiana","ohio",0.761298535964354
"1443","18117","Trump",6432,8656,"indiana","orange",0.743068391866913
"1446","18119","Trump",7285,9704,"indiana","owen",0.750721352019786
"1448","18121","Trump",5398,6901,"indiana","parke",0.782205477467034
"1450","18123","Trump",5343,8545,"indiana","perry",0.625277940315974
"1452","18125","Trump",4692,6107,"indiana","pike",0.768298673653185
"1454","18127","Trump",45008,84754,"indiana","porter",0.531042782641527
"1455","18129","Trump",9206,13017,"indiana","posey",0.70722900822002
"1458","18131","Trump",4246,5709,"indiana","pulaski",0.74373795761079
"1459","18133","Trump",12278,16224,"indiana","putnam",0.756780078895464
"1461","18135","Trump",8312,10824,"indiana","randolph",0.767923133776792
"1464","18137","Trump",11261,14035,"indiana","ripley",0.802351264695404
"1466","18139","Trump",6035,7789,"indiana","rush",0.774810630376171
"1468","18141","Trump",53152,113022,"indiana","st joseph",0.470280122454035
"1469","18143","Trump",7328,10026,"indiana","scott",0.730899660881708
"1472","18145","Trump",14568,19591,"indiana","shelby",0.743606758205298
"1473","18147","Trump",7354,10562,"indiana","spencer",0.696269645900398
"1476","18149","Trump",7466,10116,"indiana","starke",0.738038750494266
"1478","18151","Trump",11322,15831,"indiana","steuben",0.715179079022172
"1479","18153","Trump",6687,8840,"indiana","sullivan",0.756447963800905
"1482","18155","Trump",3133,4097,"indiana","switzerland",0.764705882352941
"1483","18157","Trump",34581,69598,"indiana","tippecanoe",0.496867726084083
"1486","18159","Trump",6110,7944,"indiana","tipton",0.769133937562941
"1487","18161","Trump",2687,3423,"indiana","union",0.784983932223196
"1489","18163","Trump",41844,76259,"indiana","vanderburgh",0.548709004838773
"1491","18165","Trump",5184,7329,"indiana","vermillion",0.707327056897258
"1494","18167","Trump",24512,42592,"indiana","vigo",0.575507137490609
"1496","18169","Trump",10762,14256,"indiana","wabash",0.754910213243547
"1498","18171","Trump",3401,4375,"indiana","warren",0.777371428571429
"1500","18173","Trump",21324,33243,"indiana","warrick",0.641458352134284
"1502","18175","Trump",9114,11898,"indiana","washington",0.766011094301563
"1504","18177","Trump",17567,27091,"indiana","wayne",0.64844413273781
"1505","18179","Trump",10855,13783,"indiana","wells",0.787564390916346
"1508","18181","Trump",7957,10989,"indiana","white",0.724087724087724
"1509","18183","Trump",12856,17089,"indiana","whitley",0.752296799110539
"1512","19001","Trump",2917,4114,"iowa","adair",0.709042294603792
"1514","19003","Trump",1528,2118,"iowa","adams",0.721435316336166
"1516","19005","Trump",4733,7308,"iowa","allamakee",0.647646414887794
"1517","19007","Trump",4512,6403,"iowa","appanoose",0.704669686084648
"1519","19009","Trump",2295,3366,"iowa","audubon",0.681818181818182
"1522","19011","Trump",9179,14335,"iowa","benton",0.640320892919428
"1523","19013","Trump",29623,65244,"iowa","black hawk",0.454034087425664
"1525","19015","Trump",8695,14998,"iowa","boone",0.579743965862115
"1527","19017","Trump",8287,14241,"iowa","bremer",0.581911382627624
"1529","19019","Trump",6420,10589,"iowa","buchanan",0.606289545755029
"1532","19021","Trump",5056,8017,"iowa","buena vista",0.630659847823375
"1534","19023","Trump",5542,7966,"iowa","butler",0.695706753703239
"1536","19025","Trump",3689,5159,"iowa","calhoun",0.71506105834464
"1537","19027","Trump",7737,11191,"iowa","carroll",0.69135912787061
"1540","19029","Trump",4969,7170,"iowa","cass",0.69302649930265
"1542","19031","Trump",6161,10498,"iowa","cedar",0.58687369022671
"1543","19033","Trump",12435,23376,"iowa","cerro gordo",0.531955852156057
"1545","19035","Trump",4495,6431,"iowa","cherokee",0.698958171357487
"1548","19037","Trump",4308,6541,"iowa","chickasaw",0.658614890689497
"1549","19039","Trump",3140,4606,"iowa","clarke",0.681719496309162
"1552","19041","Trump",6137,8799,"iowa","clay",0.697465621093306
"1554","19043","Trump",6106,9446,"iowa","clayton",0.646411179335168
"1555","19045","Trump",13349,24155,"iowa","clinton",0.552639205133513
"1558","19047","Trump",4854,7074,"iowa","crawford",0.686174724342663
"1559","19049","Trump",27987,54866,"iowa","dallas",0.510097328035578
"1562","19051","Trump",3032,4045,"iowa","davis",0.749567367119901
"1563","19053","Trump",2615,3735,"iowa","decatur",0.700133868808568
"1565","19055","Trump",6666,9823,"iowa","delaware",0.678611422172452
"1567","19057","Trump",10589,19476,"iowa","des moines",0.543694803861162
"1569","19059","Trump",7438,11099,"iowa","dickinson",0.670150464005766
"1572","19061","Trump",27214,52869,"iowa","dubuque",0.514743989861734
"1574","19063","Trump",3265,4785,"iowa","emmet",0.682340647857889
"1576","19065","Trump",6145,9979,"iowa","fayette",0.61579316564786
"1577","19067","Trump",4730,7898,"iowa","floyd",0.598885793871866
"1580","19069","Trump",3422,5048,"iowa","franklin",0.677892234548336
"1581","19071","Trump",2711,3789,"iowa","fremont",0.715492214304566
"1583","19073","Trump",3221,4989,"iowa","greene",0.645620364802566
"1586","19075","Trump",4929,7135,"iowa","grundy",0.690819901892081
"1587","19077","Trump",4272,6257,"iowa","guthrie",0.682755314048266
"1590","19079","Trump",4956,7798,"iowa","hamilton",0.635547576301616
"1591","19081","Trump",4390,6073,"iowa","hancock",0.722871727317635
"1594","19083","Trump",5850,8826,"iowa","hardin",0.66281441196465
"1595","19085","Trump",5569,8009,"iowa","harrison",0.695342739418155
"1598","19087","Trump",6507,9782,"iowa","henry",0.66520139030873
"1599","19089","Trump",3127,4899,"iowa","howard",0.638293529291692
"1601","19091","Trump",3819,5261,"iowa","humboldt",0.725907622125071
"1604","19093","Trump",2876,3793,"iowa","ida",0.758238861059847
"1605","19095","Trump",6009,9556,"iowa","iowa",0.628819589786522
"1607","19097","Trump",6940,10969,"iowa","jackson",0.632692132373051
"1609","19099","Trump",12082,19819,"iowa","jasper",0.60961703415914
"1611","19101","Trump",4442,8756,"iowa","jefferson",0.507309273640932
"1614","19103","Trump",22925,82102,"iowa","johnson",0.279225841027015
"1615","19105","Trump",6572,10785,"iowa","jones",0.609364858599907
"1618","19107","Trump",3797,5211,"iowa","keokuk",0.72865093072347
"1619","19109","Trump",6275,8971,"iowa","kossuth",0.699476089622116
"1621","19111","Trump",9763,16302,"iowa","lee",0.598883572567783
"1623","19113","Trump",53364,124238,"iowa","linn",0.429530417424621
"1626","19115","Trump",3500,5226,"iowa","louisa",0.66972828166858
"1628","19117","Trump",3287,4571,"iowa","lucas",0.719098665499891
"1629","19119","Trump",5707,6774,"iowa","lyon",0.842485975789784
"1631","19121","Trump",6507,9641,"iowa","madison",0.674929986515922
"1634","19123","Trump",8297,11191,"iowa","mahaska",0.741399338754356
"1636","19125","Trump",12657,18827,"iowa","marion",0.672279173527381
"1638","19127","Trump",9564,17735,"iowa","marshall",0.539272624753313
"1640","19129","Trump",5572,8072,"iowa","mills",0.690287413280476
"1642","19131","Trump",3677,5730,"iowa","mitchell",0.641710296684119
"1644","19133","Trump",3248,4655,"iowa","monona",0.697744360902256
"1645","19135","Trump",2975,4053,"iowa","monroe",0.734024179620035
"1648","19137","Trump",3659,5242,"iowa","montgomery",0.698016024418161
"1649","19139","Trump",10823,20195,"iowa","muscatine",0.535924733845011
"1652","19141","Trump",5861,7430,"iowa","obrien",0.788829071332436
"1654","19143","Trump",2688,3288,"iowa","osceola",0.817518248175182
"1656","19145","Trump",5319,7405,"iowa","page",0.718298446995273
"1657","19147","Trump",3370,4889,"iowa","palo alto",0.689302515851912
"1660","19149","Trump",10492,13986,"iowa","plymouth",0.75017875017875
"1662","19151","Trump",2825,3757,"iowa","pocahontas",0.751929731168485
"1663","19153","Trump",106800,253050,"iowa","polk",0.422050978067576
"1666","19155","Trump",26241,44811,"iowa","pottawattamie",0.585592823190734
"1668","19157","Trump",5657,9963,"iowa","poweshiek",0.567800863193817
"1670","19159","Trump",1964,2672,"iowa","ringgold",0.735029940119761
"1671","19161","Trump",4061,5450,"iowa","sac",0.745137614678899
"1673","19163","Trump",43661,90551,"iowa","scott",0.482170268688363
"1675","19165","Trump",4697,6656,"iowa","shelby",0.705679086538462
"1677","19167","Trump",15680,18699,"iowa","sioux",0.838547515909942
"1679","19169","Trump",20340,49515,"iowa","story",0.410784610724023
"1681","19171","Trump",5303,8880,"iowa","tama",0.597184684684685
"1684","19173","Trump",2463,3209,"iowa","taylor",0.767528825179184
"1686","19175","Trump",4010,6071,"iowa","union",0.66051721297974
"1688","19177","Trump",2859,3734,"iowa","van buren",0.765666845206213
"1689","19179","Trump",9516,15337,"iowa","wapello",0.620460324704962
"1691","19181","Trump",17738,30275,"iowa","warren",0.585895953757225
"1694","19183","Trump",6966,11524,"iowa","washington",0.604477611940298
"1695","19185","Trump",2338,3065,"iowa","wayne",0.762805872756933
"1697","19187","Trump",10927,17531,"iowa","webster",0.623295875877018
"1699","19189","Trump",3707,5842,"iowa","winnebago",0.634542964738103
"1702","19191","Trump",6235,11852,"iowa","winneshiek",0.526071549105636
"1703","19193","Trump",25736,44440,"iowa","woodbury",0.579117911791179
"1706","19195","Trump",2738,4334,"iowa","worth",0.6317489616982
"1707","19197","Trump",4136,6132,"iowa","wright",0.674494455316373
"1709","20001","Trump",4155,5714,"kansas","allen",0.727161358067903
"1711","20003","Trump",2874,3639,"kansas","anderson",0.789777411376752
"1713","20005","Trump",4826,7140,"kansas","atchison",0.675910364145658
"1715","20007","Trump",1992,2276,"kansas","barber",0.875219683655536
"1718","20009","Trump",8480,10782,"kansas","barton",0.786496011871638
"1720","20011","Trump",4910,6415,"kansas","bourbon",0.76539360872954
"1722","20013","Trump",3206,4294,"kansas","brown",0.746623195156032
"1724","20015","Trump",22250,31253,"kansas","butler",0.711931654561162
"1725","20017","Trump",1114,1455,"kansas","chase",0.765635738831615
"1727","20019","Trump",1397,1609,"kansas","chautauqua",0.868241143567433
"1729","20021","Trump",6622,8785,"kansas","cherokee",0.753784860557769
"1731","20023","Trump",1158,1378,"kansas","cheyenne",0.840348330914369
"1733","20025","Trump",885,1028,"kansas","clark",0.860894941634241
"1736","20027","Trump",3129,4012,"kansas","clay",0.779910269192423
"1738","20029","Trump",3182,4075,"kansas","cloud",0.780858895705521
"1740","20031","Trump",3407,4335,"kansas","coffey",0.785928489042676
"1742","20033","Trump",745,871,"kansas","comanche",0.855338691159587
"1744","20035","Trump",9442,13613,"kansas","cowley",0.693601704253287
"1746","20037","Trump",9752,15723,"kansas","crawford",0.620237868091331
"1747","20039","Trump",1232,1440,"kansas","decatur",0.855555555555556
"1750","20041","Trump",7045,9085,"kansas","dickinson",0.775454045129334
"1751","20043","Trump",2949,3627,"kansas","doniphan",0.813068651778329
"1754","20045","Trump",16737,56173,"kansas","douglas",0.297954533316718
"1756","20047","Trump",1127,1394,"kansas","edwards",0.808464849354376
"1758","20049","Trump",1130,1321,"kansas","elk",0.855412566237699
"1760","20051","Trump",9569,13202,"kansas","ellis",0.724814422057264
"1762","20053","Trump",2106,2752,"kansas","ellsworth",0.765261627906977
"1764","20055","Trump",7079,11234,"kansas","finney",0.630140644472138
"1765","20057","Trump",5763,8689,"kansas","ford",0.663252388076879
"1768","20059","Trump",8326,11949,"kansas","franklin",0.696794710854465
"1769","20061","Trump",5193,9018,"kansas","geary",0.575848303393214
"1771","20063","Trump",1256,1419,"kansas","gove",0.885130373502466
"1774","20065","Trump",1052,1274,"kansas","graham",0.82574568288854
"1776","20067","Trump",1910,2407,"kansas","grant",0.793518903199003
"1777","20069","Trump",1871,2208,"kansas","gray",0.847373188405797
"1780","20071","Trump",537,614,"kansas","greeley",0.874592833876222
"1782","20073","Trump",2404,2966,"kansas","greenwood",0.810519217801753
"1783","20075","Trump",684,818,"kansas","hamilton",0.836185819070905
"1785","20077","Trump",2128,2581,"kansas","harper",0.82448663308795
"1787","20079","Trump",10015,16667,"kansas","harvey",0.600887982240355
"1789","20081","Trump",1103,1364,"kansas","haskell",0.808651026392962
"1791","20083","Trump",866,1017,"kansas","hodgeman",0.851524090462144
"1793","20085","Trump",4435,6287,"kansas","jackson",0.705423890567838
"1796","20087","Trump",6193,9299,"kansas","jefferson",0.665985589848371
"1798","20089","Trump",1369,1580,"kansas","jewell",0.866455696202532
"1799","20091","Trump",151280,329205,"kansas","johnson",0.459531295089686
"1801","20093","Trump",1134,1389,"kansas","kearny",0.816414686825054
"1804","20095","Trump",3102,3847,"kansas","kingman",0.806342604626982
"1805","20097","Trump",957,1110,"kansas","kiowa",0.862162162162162
"1807","20099","Trump",5639,8246,"kansas","labette",0.683846713558089
"1809","20101","Trump",757,871,"kansas","lane",0.869115958668197
"1811","20103","Trump",21378,35131,"kansas","leavenworth",0.608522387634852
"1814","20105","Trump",1273,1539,"kansas","lincoln",0.827160493827161
"1815","20107","Trump",3940,4803,"kansas","linn",0.820320632937747
"1818","20109","Trump",1231,1416,"kansas","logan",0.869350282485876
"1820","20111","Trump",7381,13259,"kansas","lyon",0.556678482540161
"1821","20113","Trump",9562,13539,"kansas","mcpherson",0.706256001181771
"1824","20115","Trump",4377,5840,"kansas","marion",0.749486301369863
"1825","20117","Trump",3662,4901,"kansas","marshall",0.747194450112222
"1828","20119","Trump",1508,1769,"kansas","meade",0.852459016393443
"1830","20121","Trump",12116,17249,"kansas","miami",0.702417531451099
"1831","20123","Trump",2454,3001,"kansas","mitchell",0.817727424191936
"1833","20125","Trump",9768,12915,"kansas","montgomery",0.756329849012776
"1835","20127","Trump",2085,2806,"kansas","morris",0.743050605844619
"1837","20129","Trump",1004,1151,"kansas","morton",0.872284969591659
"1840","20131","Trump",4612,5532,"kansas","nemaha",0.833694866232827
"1842","20133","Trump",4795,6522,"kansas","neosho",0.735203925176326
"1844","20135","Trump",1315,1462,"kansas","ness",0.899452804377565
"1845","20137","Trump",1977,2338,"kansas","norton",0.845594525235244
"1848","20139","Trump",5591,7690,"kansas","osage",0.72704811443433
"1850","20141","Trump",1590,1865,"kansas","osborne",0.85254691689008
"1852","20143","Trump",2581,3085,"kansas","ottawa",0.836628849270664
"1853","20145","Trump",2028,2663,"kansas","pawnee",0.761547127300038
"1856","20147","Trump",2855,3228,"kansas","phillips",0.884448574969021
"1858","20149","Trump",9247,12504,"kansas","pottawatomie",0.739523352527191
"1859","20151","Trump",3087,4011,"kansas","pratt",0.769633507853403
"1862","20153","Trump",1253,1467,"kansas","rawlins",0.85412406271302
"1864","20155","Trump",17948,26550,"kansas","reno",0.676007532956685
"1866","20157","Trump",2172,2592,"kansas","republic",0.837962962962963
"1868","20159","Trump",3187,4140,"kansas","rice",0.769806763285024
"1869","20161","Trump",11174,23114,"kansas","riley",0.483429955870901
"1871","20163","Trump",2294,2626,"kansas","rooks",0.873571972581874
"1873","20165","Trump",1425,1716,"kansas","rush",0.83041958041958
"1876","20167","Trump",2765,3356,"kansas","russell",0.823897497020262
"1877","20169","Trump",15313,23335,"kansas","saline",0.656224555388901
"1879","20171","Trump",1991,2281,"kansas","scott",0.872862779482683
"1881","20173","Trump",117653,208473,"kansas","sedgwick",0.564356055700259
"1884","20175","Trump",3285,5021,"kansas","seward",0.654252141007767
"1885","20177","Trump",39890,81922,"kansas","shawnee",0.48692658870633
"1887","20179","Trump",1237,1381,"kansas","sheridan",0.89572773352643
"1889","20181","Trump",2222,2608,"kansas","sherman",0.851993865030675
"1891","20183","Trump",1734,2062,"kansas","smith",0.840931134820563
"1893","20185","Trump",1631,1986,"kansas","stafford",0.821248741188318
"1895","20187","Trump",607,754,"kansas","stanton",0.805039787798408
"1898","20189","Trump",1731,1964,"kansas","stevens",0.881364562118126
"1899","20191","Trump",7998,10549,"kansas","sumner",0.758176130438904
"1901","20193","Trump",3106,3728,"kansas","thomas",0.833154506437768
"1904","20195","Trump",1341,1579,"kansas","trego",0.849271690943635
"1906","20197","Trump",2813,3769,"kansas","wabaunsee",0.746351817458212
"1908","20199","Trump",762,806,"kansas","wallace",0.945409429280397
"1910","20201","Trump",2332,2799,"kansas","washington",0.833154698106467
"1912","20203","Trump",803,950,"kansas","wichita",0.845263157894737
"1914","20205","Trump",3111,3822,"kansas","wilson",0.813971742543171
"1915","20207","Trump",1189,1472,"kansas","woodson",0.807744565217391
"1917","20209","Trump",18512,54078,"kansas","wyandotte",0.342320352084027
"1919","21001","Trump",7275,8666,"kentucky","adair",0.839487652896377
"1922","21003","Trump",7586,9228,"kentucky","allen",0.822063285652362
"1923","21005","Trump",9651,12990,"kentucky","anderson",0.742956120092379
"1926","21007","Trump",3356,4181,"kentucky","ballard",0.80267878497967
"1927","21009","Trump",14646,19761,"kentucky","barren",0.741156824047366
"1929","21011","Trump",3986,5559,"kentucky","bath",0.717035438028422
"1931","21013","Trump",8140,9929,"kentucky","bell",0.819820727162856
"1933","21015","Trump",44811,65708,"kentucky","boone",0.681971753819931
"1935","21017","Trump",6190,9486,"kentucky","bourbon",0.652540586126924
"1937","21019","Trump",14295,21378,"kentucky","boyd",0.668678080269436
"1939","21021","Trump",8872,14170,"kentucky","boyle",0.626111503175723
"1941","21023","Trump",3397,4196,"kentucky","bracken",0.809580552907531
"1944","21025","Trump",4265,5566,"kentucky","breathitt",0.766259432267337
"1945","21027","Trump",7701,10051,"kentucky","breckinridge",0.766192418664809
"1948","21029","Trump",30708,41259,"kentucky","bullitt",0.744273976586927
"1950","21031","Trump",4960,6038,"kentucky","butler",0.821464060947334
"1951","21033","Trump",4905,6337,"kentucky","caldwell",0.774025564147073
"1954","21035","Trump",11351,17145,"kentucky","calloway",0.662058909303004
"1956","21037","Trump",28482,47855,"kentucky","campbell",0.595172918190367
"1958","21039","Trump",2159,2622,"kentucky","carlisle",0.823417238749046
"1960","21041","Trump",2954,4070,"kentucky","carroll",0.725798525798526
"1962","21043","Trump",8775,11417,"kentucky","carter",0.768590698081808
"1963","21045","Trump",6179,7097,"kentucky","casey",0.870649570240947
"1965","21047","Trump",15080,23376,"kentucky","christian",0.645106091718001
"1968","21049","Trump",11811,17815,"kentucky","clark",0.662980634296941
"1969","21051","Trump",6677,7508,"kentucky","clay",0.889318060735216
"1971","21053","Trump",4280,4883,"kentucky","clinton",0.876510342002867
"1974","21055","Trump",3451,4182,"kentucky","crittenden",0.82520325203252
"1976","21057","Trump",2769,3277,"kentucky","cumberland",0.844980164784864
"1977","21059","Trump",31023,48306,"kentucky","daviess",0.642218357967954
"1980","21061","Trump",4828,6055,"kentucky","edmonson",0.797357555739059
"1981","21063","Trump",2246,2958,"kentucky","elliott",0.759296822177147
"1983","21065","Trump",5100,6455,"kentucky","estill",0.790085205267235
"1985","21067","Trump",58845,149411,"kentucky","fayette",0.3938465039388
"1987","21069","Trump",5534,7008,"kentucky","fleming",0.789668949771689
"1989","21071","Trump",12211,16066,"kentucky","floyd",0.760052284327151
"1992","21073","Trump",12900,25550,"kentucky","franklin",0.504892367906067
"1993","21075","Trump",1605,2396,"kentucky","fulton",0.669866444073456
"1995","21077","Trump",2955,3777,"kentucky","gallatin",0.782366957903098
"1997","21079","Trump",6754,8584,"kentucky","garrard",0.786812674743709
"2000","21081","Trump",8725,10930,"kentucky","grant",0.798261665141812
"2002","21083","Trump",13206,16765,"kentucky","graves",0.787712496271995
"2004","21085","Trump",9453,11853,"kentucky","grayson",0.797519615287269
"2006","21087","Trump",4838,5758,"kentucky","green",0.840222299409517
"2008","21089","Trump",13064,17937,"kentucky","greenup",0.728326922004795
"2009","21091","Trump",3145,4496,"kentucky","hancock",0.699510676156584
"2012","21093","Trump",29832,47933,"kentucky","hardin",0.6223687230092
"2013","21095","Trump",9367,10861,"kentucky","harlan",0.862443605561182
"2016","21097","Trump",6334,8734,"kentucky","harrison",0.725211815891917
"2018","21099","Trump",6345,8253,"kentucky","hart",0.768811341330425
"2019","21101","Trump",12730,20369,"kentucky","henderson",0.62496931611763
"2022","21103","Trump",5843,7985,"kentucky","henry",0.731747025673137
"2023","21105","Trump",1714,2172,"kentucky","hickman",0.789134438305709
"2025","21107","Trump",15757,21196,"kentucky","hopkins",0.743394980184941
"2027","21109","Trump",5450,6055,"kentucky","jackson",0.900082576383154
"2030","21111","Trump",150619,378907,"kentucky","jefferson",0.397509151322092
"2031","21113","Trump",17096,25663,"kentucky","jessamine",0.666173089662159
"2033","21115","Trump",8446,10053,"kentucky","johnson",0.840147219735402
"2036","21117","Trump",48123,80388,"kentucky","kenton",0.598634124496193
"2037","21119","Trump",4779,6191,"kentucky","knott",0.771926990793087
"2040","21121","Trump",11010,13121,"kentucky","knox",0.839112872494475
"2041","21123","Trump",5685,7189,"kentucky","larue",0.790791486994019
"2043","21125","Trump",23234,27708,"kentucky","laurel",0.838530388335499
"2045","21127","Trump",5633,6871,"kentucky","lawrence",0.819822442148159
"2047","21129","Trump",2159,2618,"kentucky","lee",0.824675324675325
"2050","21131","Trump",4318,4764,"kentucky","leslie",0.906381192275399
"2052","21133","Trump",7226,9025,"kentucky","letcher",0.800664819944598
"2054","21135","Trump",4986,5809,"kentucky","lewis",0.858323291444311
"2055","21137","Trump",8489,10743,"kentucky","lincoln",0.790188960253188
"2058","21139","Trump",4010,4949,"kentucky","livingston",0.810264699939382
"2059","21141","Trump",9067,12161,"kentucky","logan",0.745580133212729
"2062","21143","Trump",3100,4192,"kentucky","lyon",0.739503816793893
"2064","21145","Trump",21820,33010,"kentucky","mccracken",0.661011814601636
"2066","21147","Trump",5664,6389,"kentucky","mccreary",0.886523712631085
"2067","21149","Trump",3633,4707,"kentucky","mclean",0.77182919056724
"2070","21151","Trump",27353,42933,"kentucky","madison",0.637108983765402
"2071","21153","Trump",4174,5387,"kentucky","magoffin",0.774828290328569
"2074","21155","Trump",6113,8835,"kentucky","marion",0.691907187323147
"2076","21157","Trump",13297,17368,"kentucky","marshall",0.76560340856748
"2078","21159","Trump",3496,3899,"kentucky","martin",0.896640164144653
"2079","21161","Trump",5477,7839,"kentucky","mason",0.698686056895012
"2082","21163","Trump",10184,13816,"kentucky","meade",0.737116386797915
"2084","21165","Trump",2311,3061,"kentucky","menifee",0.754982032015681
"2086","21167","Trump",8506,11539,"kentucky","mercer",0.737152266227576
"2087","21169","Trump",3957,4930,"kentucky","metcalfe",0.8026369168357
"2089","21171","Trump",4628,5285,"kentucky","monroe",0.875685903500473
"2092","21173","Trump",8993,12623,"kentucky","montgomery",0.712429691832369
"2093","21175","Trump",4297,5469,"kentucky","morgan",0.785701225086853
"2095","21177","Trump",10496,14040,"kentucky","muhlenberg",0.747578347578348
"2098","21179","Trump",15703,22891,"kentucky","nelson",0.685990127124197
"2100","21181","Trump",2407,3361,"kentucky","nicholas",0.716155905980363
"2101","21183","Trump",8582,10986,"kentucky","ohio",0.781176042235573
"2104","21185","Trump",22651,37155,"kentucky","oldham",0.609635311532768
"2106","21187","Trump",4292,5390,"kentucky","owen",0.796289424860853
"2108","21189","Trump",1670,1886,"kentucky","owsley",0.885471898197243
"2110","21191","Trump",5515,6837,"kentucky","pendleton",0.806640339330116
"2111","21193","Trump",8118,10468,"kentucky","perry",0.775506304929308
"2113","21195","Trump",20279,25141,"kentucky","pike",0.806610715564218
"2115","21197","Trump",4041,5408,"kentucky","powell",0.747226331360947
"2118","21199","Trump",25441,31105,"kentucky","pulaski",0.817907088892461
"2120","21201","Trump",884,1137,"kentucky","robertson",0.777484608619173
"2122","21203","Trump",6577,7711,"kentucky","rockcastle",0.85293736220983
"2123","21205","Trump",5994,9874,"kentucky","rowan",0.607048815069881
"2125","21207","Trump",7506,8835,"kentucky","russell",0.849575551782683
"2128","21209","Trump",17764,28328,"kentucky","scott",0.627082744987292
"2129","21211","Trump",15054,23130,"kentucky","shelby",0.650843060959792
"2132","21213","Trump",5888,8569,"kentucky","simpson",0.687128019605555
"2133","21215","Trump",8737,11267,"kentucky","spencer",0.775450430460637
"2136","21217","Trump",9376,12337,"kentucky","taylor",0.759990273162033
"2138","21219","Trump",4060,5262,"kentucky","todd",0.771569745343976
"2139","21221","Trump",5487,7278,"kentucky","trigg",0.753915910964551
"2142","21223","Trump",3227,4239,"kentucky","trimble",0.761264449162538
"2144","21225","Trump",4965,6494,"kentucky","union",0.764551894056052
"2146","21227","Trump",31790,54267,"kentucky","warren",0.58580721248641
"2147","21229","Trump",4482,6126,"kentucky","washington",0.731635651322233
"2149","21231","Trump",7430,9130,"kentucky","wayne",0.813800657174151
"2151","21233","Trump",4506,5918,"kentucky","webster",0.761405880364988
"2153","21235","Trump",12567,15119,"kentucky","whitley",0.831205767577221
"2156","21237","Trump",2097,2934,"kentucky","wolfe",0.714723926380368
"2157","21239","Trump",8362,14892,"kentucky","woodford",0.561509535320978
"2160","22001","Trump",22596,28039,"louisiana","acadia",0.805877527729234
"2161","22003","Trump",7574,9682,"louisiana","allen",0.78227638917579
"2163","22005","Trump",40687,61086,"louisiana","ascension",0.666060963232164
"2165","22007","Trump",7271,11104,"louisiana","assumption",0.654809077809798
"2168","22009","Trump",12028,17007,"louisiana","avoyelles",0.707238196036926
"2169","22011","Trump",13575,16117,"louisiana","beauregard",0.842278339641372
"2172","22013","Trump",3891,6958,"louisiana","bienville",0.559212417361311
