"","FIPS","lname","votes","totalvotes","state","county","pct"
"3284","31039","Trump",3507,4377,"nebraska","cuming",0.80123372172721
"3286","31041","Trump",4996,5764,"nebraska","custer",0.86675919500347
"3287","31043","Trump",3926,6670,"nebraska","dakota",0.588605697151424
"3289","31045","Trump",2931,4013,"nebraska","dawes",0.730376277099427
"3292","31047","Trump",6524,9021,"nebraska","dawson",0.723201418911429
"3294","31049","Trump",871,1012,"nebraska","deuel",0.860671936758893
"3295","31051","Trump",2335,2986,"nebraska","dixon",0.781982585398526
"3298","31053","Trump",10963,16489,"nebraska","dodge",0.664867487415853
"3299","31055","Trump",119117,269426,"nebraska","douglas",0.442113975637095
"3302","31057","Trump",883,988,"nebraska","dundy",0.893724696356275
"3303","31059","Trump",2359,3052,"nebraska","fillmore",0.772935779816514
"3306","31061","Trump",1434,1710,"nebraska","franklin",0.83859649122807
"3307","31063","Trump",1229,1418,"nebraska","frontier",0.866713681241185
"3309","31065","Trump",2163,2562,"nebraska","furnas",0.844262295081967
"3312","31067","Trump",7445,10830,"nebraska","gage",0.687442289935365
"3314","31069","Trump",1016,1177,"nebraska","garden",0.86321155480034
"3316","31071","Trump",925,1058,"nebraska","garfield",0.874291115311909
"3317","31073","Trump",893,1108,"nebraska","gosper",0.805956678700361
"3320","31075","Trump",375,395,"nebraska","grant",0.949367088607595
"3321","31077","Trump",1016,1245,"nebraska","greeley",0.816064257028112
"3323","31079","Trump",16189,23870,"nebraska","hall",0.678215333054043
"3325","31081","Trump",4297,5414,"nebraska","hamilton",0.793683043960103
"3327","31083","Trump",1615,1897,"nebraska","harlan",0.851344227727992
"3329","31085","Trump",494,528,"nebraska","hayes",0.935606060606061
"3332","31087","Trump",1264,1439,"nebraska","hitchcock",0.878387769284225
"3333","31089","Trump",4769,5455,"nebraska","holt",0.874243813015582
"3335","31091","Trump",376,435,"nebraska","hooker",0.864367816091954
"3337","31093","Trump",2786,3434,"nebraska","howard",0.811298776936517
"3340","31095","Trump",2616,3632,"nebraska","jefferson",0.720264317180617
"3342","31097","Trump",1518,2165,"nebraska","johnson",0.701154734411085
"3344","31099","Trump",2822,3523,"nebraska","kearney",0.80102185637241
"3346","31101","Trump",3544,4307,"nebraska","keith",0.822846528906431
"3348","31103","Trump",476,525,"nebraska","keya paha",0.906666666666667
"3349","31105","Trump",1553,1820,"nebraska","kimball",0.853296703296703
"3352","31107","Trump",3721,4626,"nebraska","knox",0.804366623432771
"3353","31109","Trump",70092,152385,"nebraska","lancaster",0.45996653213899
"3356","31111","Trump",13071,16763,"nebraska","lincoln",0.779753027501044
"3358","31113","Trump",407,445,"nebraska","logan",0.914606741573034
"3359","31115","Trump",370,445,"nebraska","loup",0.831460674157303
"3362","31117","Trump",275,292,"nebraska","mcpherson",0.941780821917808
"3363","31119","Trump",11678,15071,"nebraska","madison",0.774865635989649
"3365","31121","Trump",3407,4147,"nebraska","merrick",0.821557752592235
"3367","31123","Trump",2113,2499,"nebraska","morrill",0.845538215286114
"3370","31125","Trump",1437,1796,"nebraska","nance",0.80011135857461
"3371","31127","Trump",2428,3349,"nebraska","nemaha",0.7249925350851
"3373","31129","Trump",1857,2266,"nebraska","nuckolls",0.819505736981465
"3376","31131","Trump",5649,8139,"nebraska","otoe",0.694065610025802
"3377","31133","Trump",1071,1393,"nebraska","pawnee",0.768844221105528
"3380","31135","Trump",1321,1520,"nebraska","perkins",0.869078947368421
"3381","31137","Trump",4157,4909,"nebraska","phelps",0.846811977999593
"3383","31139","Trump",3462,3942,"nebraska","pierce",0.878234398782344
"3385","31141","Trump",11836,15044,"nebraska","platte",0.786758840733847
"3387","31143","Trump",2286,2813,"nebraska","polk",0.81265552790615
"3390","31145","Trump",4525,5336,"nebraska","red willow",0.848013493253373
"3392","31147","Trump",3073,4069,"nebraska","richardson",0.755222413369378
"3394","31149","Trump",744,828,"nebraska","rock",0.898550724637681
"3395","31151","Trump",3631,5617,"nebraska","saline",0.646430478903329
"3398","31153","Trump",51518,92547,"nebraska","sarpy",0.556668503571158
"3399","31155","Trump",9108,12439,"nebraska","saunders",0.73221320041804
"3402","31157","Trump",10952,15148,"nebraska","scotts bluff",0.722999735938738
"3404","31159","Trump",6490,8928,"nebraska","seward",0.726926523297491
"3406","31161","Trump",2292,2632,"nebraska","sheridan",0.870820668693009
"3407","31163","Trump",1322,1665,"nebraska","sherman",0.793993993993994
"3410","31165","Trump",642,714,"nebraska","sioux",0.899159663865546
"3411","31167","Trump",2561,3093,"nebraska","stanton",0.827998706757194
"3414","31169","Trump",2308,2932,"nebraska","thayer",0.787175989085948
"3416","31171","Trump",377,422,"nebraska","thomas",0.893364928909953
"3418","31173","Trump",1180,2302,"nebraska","thurston",0.5125977410947
"3419","31175","Trump",1901,2313,"nebraska","valley",0.82187635105923
"3422","31177","Trump",8583,12137,"nebraska","washington",0.707176402735437
"3424","31179","Trump",3055,4077,"nebraska","wayne",0.749325484424822
"3426","31181","Trump",1511,1846,"nebraska","webster",0.818526543878657
"3427","31183","Trump",438,497,"nebraska","wheeler",0.881287726358149
"3429","31185","Trump",5296,6915,"nebraska","york",0.76587129428778
"3432","32001","Trump",9372,12423,"nevada","churchill",0.754407148031876
"3433","32003","Trump",430930,952782,"nevada","clark",0.452286042347567
"3435","32005","Trump",21630,33201,"nevada","douglas",0.651486401012018
"3438","32007","Trump",16741,21298,"nevada","elko",0.78603624753498
"3440","32009","Trump",400,474,"nevada","esmeralda",0.843881856540084
"3441","32011","Trump",895,1000,"nevada","eureka",0.895
"3444","32013","Trump",5877,7566,"nevada","humboldt",0.776764472640761
"3446","32015","Trump",2198,2694,"nevada","lander",0.815887156644395
"3448","32017","Trump",2067,2397,"nevada","lincoln",0.862327909887359
"3450","32019","Trump",20914,29387,"nevada","lyon",0.711675230544118
"3451","32021","Trump",1423,2252,"nevada","mineral",0.631882770870338
"3453","32023","Trump",17528,24816,"nevada","nye",0.706318504190845
"3455","32027","Trump",1731,2278,"nevada","pershing",0.759877085162423
"3458","32029","Trump",1908,2810,"nevada","storey",0.679003558718861
"3459","32031","Trump",116760,244888,"nevada","washoe",0.47678938943517
"3461","32033","Trump",3403,4262,"nevada","white pine",0.798451431252933
"3463","32510","Trump",16113,28848,"nevada","carson city",0.558548252911814
"3466","33001","Trump",20899,37793,"new hampshire","belknap",0.552986002698913
"3467","33003","Trump",16150,32799,"new hampshire","carroll",0.492393060764048
"3469","33005","Trump",17898,43420,"new hampshire","cheshire",0.412206356517734
"3471","33007","Trump",8617,16257,"new hampshire","coos",0.530048594451621
"3473","33009","Trump",19905,53085,"new hampshire","grafton",0.374964679287934
"3475","33011","Trump",104625,226969,"new hampshire","hillsborough",0.460966035009186
"3477","33013","Trump",39711,88244,"new hampshire","merrimack",0.450013598658266
"3480","33015","Trump",95858,195922,"new hampshire","rockingham",0.489266136523719
"3481","33017","Trump",30489,72210,"new hampshire","strafford",0.422226838388035
"3483","33019","Trump",11508,23898,"new hampshire","sullivan",0.481546572934974
"3486","34001","Trump",64054,137343,"new jersey","atlantic",0.466379793655301
"3488","34003","Trump",204277,490088,"new jersey","bergen",0.416816979807708
"3490","34005","Trump",96583,242570,"new jersey","burlington",0.398165478006349
"3492","34007","Trump",86024,260599,"new jersey","camden",0.330101036458313
"3494","34009","Trump",33005,56842,"new jersey","cape may",0.580644593786285
"3496","34011","Trump",28904,61593,"new jersey","cumberland",0.469274105823714
"3497","34013","Trump",68038,306019,"new jersey","essex",0.222332600263382
"3499","34015","Trump",83340,170042,"new jersey","gloucester",0.490114207078251
"3501","34017","Trump",65291,245885,"new jersey","hudson",0.265534701181447
"3504","34019","Trump",42203,80861,"new jersey","hunterdon",0.521920332422305
"3505","34021","Trump",47788,160633,"new jersey","mercer",0.297498023444747
"3508","34023","Trump",130801,339703,"new jersey","middlesex",0.385045171811847
"3509","34025","Trump",189359,368604,"new jersey","monmouth",0.513719330229732
"3511","34027","Trump",137845,287844,"new jersey","morris",0.478887869818374
"3513","34029","Trump",203613,316972,"new jersey","ocean",0.642369042060497
"3515","34031","Trump",84873,202985,"new jersey","passaic",0.418124491957534
"3517","34033","Trump",18042,31764,"new jersey","salem",0.568001511144692
"3519","34035","Trump",67335,171210,"new jersey","somerset",0.393288943402839
"3521","34037","Trump",51566,85983,"new jersey","sussex",0.599723201097891
"3523","34039","Trump",79185,247680,"new jersey","union",0.319706879844961
"3526","34041","Trump",32998,56859,"new jersey","warren",0.580347878084384
"3527","35001","Trump",116135,309891,"new mexico","bernalillo",0.37476080299202
"3530","35003","Trump",1698,2293,"new mexico","catron",0.74051460968164
"3532","35005","Trump",15656,22037,"new mexico","chaves",0.710441530153832
"3533","35006","Trump",3975,8720,"new mexico","cibola",0.455848623853211
"3536","35007","Trump",3271,5882,"new mexico","colfax",0.556103366201972
"3538","35009","Trump",10444,14751,"new mexico","curry",0.708019795268117
"3540","35011","Trump",656,887,"new mexico","de baca",0.739571589627959
"3542","35013","Trump",32800,80758,"new mexico","dona ana",0.406151712523837
"3544","35015","Trump",17454,22878,"new mexico","eddy",0.762916338840808
"3545","35017","Trump",6553,14143,"new mexico","grant",0.463338754153998
"3547","35019","Trump",917,2151,"new mexico","guadalupe",0.426313342631334
"3550","35021","Trump",319,498,"new mexico","harding",0.640562248995984
"3551","35023","Trump",1117,1938,"new mexico","hidalgo",0.576367389060887
"3553","35025","Trump",16531,20592,"new mexico","lea",0.80278749028749
"3556","35027","Trump",6942,10136,"new mexico","lincoln",0.684885556432518
"3558","35028","Trump",4278,11832,"new mexico","los alamos",0.361561866125761
"3559","35029","Trump",4407,7972,"new mexico","luna",0.552809834420472
"3562","35031","Trump",7782,25751,"new mexico","mckinley",0.302201856238593
"3563","35033","Trump",902,2646,"new mexico","mora",0.340891912320484
"3565","35035","Trump",14521,23006,"new mexico","otero",0.631183169607928
"3567","35037","Trump",2634,3804,"new mexico","quay",0.692429022082019
"3569","35039","Trump",5408,16398,"new mexico","rio arriba",0.329796316623979
"3571","35041","Trump",4634,6436,"new mexico","roosevelt",0.720012430080796
"3574","35043","Trump",34174,74762,"new mexico","sandoval",0.457103876300795
"3575","35045","Trump",32874,50955,"new mexico","san juan",0.645157491904622
"3577","35047","Trump",3421,11309,"new mexico","san miguel",0.302502431691573
"3579","35049","Trump",18329,80859,"new mexico","santa fe",0.226678539185496
"3582","35051","Trump",3542,5807,"new mexico","sierra",0.609953504391252
"3583","35053","Trump",3255,6977,"new mexico","socorro",0.466532893793894
"3585","35055","Trump",3663,16693,"new mexico","taos",0.219433295393279
"3588","35057","Trump",4772,7116,"new mexico","torrance",0.670601461495222
"3589","35059","Trump",1388,1771,"new mexico","union",0.783738001129305
"3592","35061","Trump",17363,31626,"new mexico","valencia",0.549010307974451
"3593","36001","Trump",45570,118759,"new york","albany",0.383718286614067
"3596","36003","Trump",12670,16858,"new york","allegany",0.751571953968442
"3598","36005","Trump",55849,327684,"new york","bronx",0.170435541558331
"3599","36007","Trump",38351,70626,"new york","broome",0.54301532013706
"3602","36009","Trump",20295,29437,"new york","cattaraugus",0.689438461799776
"3604","36011","Trump",19495,35638,"new york","cayuga",0.547028452775128
"3606","36013","Trump",34846,57921,"new york","chautauqua",0.601612541219937
"3607","36015","Trump",19388,30961,"new york","chemung",0.626207163851297
"3609","36017","Trump",11736,16862,"new york","chenango",0.69600284663741
"3611","36019","Trump",14354,27044,"new york","clinton",0.530764679781097
"3613","36021","Trump",14235,33999,"new york","columbia",0.418688784964264
"3616","36023","Trump",10788,21155,"new york","cortland",0.509950366343654
"3617","36025","Trump",11952,18372,"new york","delaware",0.65055519268452
"3620","36027","Trump",59661,117381,"new york","dutchess",0.508267947964321
"3622","36029","Trump",178349,377157,"new york","erie",0.472877342857219
"3623","36031","Trump",7953,14923,"new york","essex",0.532935736782148
"3625","36033","Trump",8530,15116,"new york","franklin",0.56430272558878
"3628","36035","Trump",13989,19793,"new york","fulton",0.706765017935634
"3629","36037","Trump",17340,24388,"new york","genesee",0.71100541249795
"3632","36039","Trump",12722,20397,"new york","greene",0.62371917438839
"3633","36041","Trump",2225,3403,"new york","hamilton",0.653834851601528
"3636","36043","Trump",17038,24320,"new york","herkimer",0.700575657894737
"3638","36045","Trump",22779,34832,"new york","jefferson",0.653967615985301
"3640","36047","Trump",174731,688864,"new york","kings",0.253650938356483
"3642","36049","Trump",7931,10699,"new york","lewis",0.741284232171231
"3644","36051","Trump",18139,30540,"new york","livingston",0.593942370661428
"3645","36053","Trump",18385,33067,"new york","madison",0.555992379109082
"3648","36055","Trump",145290,369226,"new york","monroe",0.393498832693256
"3649","36057","Trump",11500,17246,"new york","montgomery",0.666821291893772
"3651","36059","Trump",308765,657120,"new york","nassau",0.469876126126126
"3654","36061","Trump",65001,442606,"new york","new york",0.146859735295048
"3656","36063","Trump",51355,86164,"new york","niagara",0.596014576853442
"3658","36065","Trump",51950,82492,"new york","oneida",0.629758037142996
"3659","36067","Trump",84117,198087,"new york","onondaga",0.424646746126702
"3662","36069","Trump",25757,46536,"new york","ontario",0.553485473611827
"3663","36071","Trump",76218,138086,"new york","orange",0.551960372521472
"3666","36073","Trump",11173,15255,"new york","orleans",0.73241560144215
"3668","36075","Trump",28930,43628,"new york","oswego",0.663106262033556
"3669","36077","Trump",14366,27352,"new york","otsego",0.525226674466218
"3672","36079","Trump",26888,47154,"new york","putnam",0.570216736650125
"3673","36081","Trump",181225,593618,"new york","queens",0.305288923179553
"3676","36083","Trump",33371,63821,"new york","rensselaer",0.522884317074317
"3677","36085","Trump",110094,177317,"new york","richmond",0.620888014121601
"3679","36087","Trump",63830,114756,"new york","rockland",0.556223639722542
"3681","36089","Trump",21862,34898,"new york","st lawrence",0.626454238065219
"3684","36091","Trump",55248,104945,"new york","saratoga",0.526447186621564
"3686","36093","Trump",27544,59229,"new york","schenectady",0.465042462307316
"3688","36095","Trump",9010,13016,"new york","schoharie",0.692224953902889
"3690","36097","Trump",5620,9522,"new york","schuyler",0.590212140306658
"3692","36099","Trump",7582,12658,"new york","seneca",0.598988781798072
"3694","36101","Trump",26781,38080,"new york","steuben",0.70328256302521
"3695","36103","Trump",333617,593080,"new york","suffolk",0.562516018075133
"3698","36105","Trump",15555,26550,"new york","sullivan",0.585875706214689
"3699","36107","Trump",14616,24114,"new york","tioga",0.606120925603384
"3702","36109","Trump",9640,32264,"new york","tompkins",0.298785023555666
"3704","36111","Trump",33580,76186,"new york","ulster",0.440763394849447
"3706","36113","Trump",15200,27011,"new york","warren",0.562733701084743
"3707","36115","Trump",14577,23114,"new york","washington",0.630656744829973
"3709","36117","Trump",23734,36533,"new york","wayne",0.64965921221909
"3712","36119","Trump",126013,346976,"new york","westchester",0.363174974638015
"3713","36121","Trump",13897,18970,"new york","wyoming",0.732577754348972
"3715","36123","Trump",6208,10425,"new york","yates",0.595491606714628
"3717","37001","Trump",46056,84881,"north carolina","alamance",0.542594927015469
"3719","37003","Trump",15888,20033,"north carolina","alexander",0.793091399191334
"3722","37005","Trump",4527,6013,"north carolina","alleghany",0.752868784300682
"3724","37007","Trump",5321,11110,"north carolina","anson",0.478937893789379
"3726","37009","Trump",11451,15615,"north carolina","ashe",0.733333333333333
"3727","37011","Trump",7172,9363,"north carolina","avery",0.765993805404251
"3730","37013","Trump",16437,26070,"north carolina","beaufort",0.630494821634062
"3732","37015","Trump",3817,9756,"north carolina","bertie",0.391246412464125
"3733","37017","Trump",9676,17002,"north carolina","bladen",0.569109516527467
"3735","37019","Trump",55850,89160,"north carolina","brunswick",0.626401973979363
"3738","37021","Trump",62412,158927,"north carolina","buncombe",0.392708602062582
"3739","37023","Trump",31019,44137,"north carolina","burke",0.70278904320638
"3742","37025","Trump",63237,115399,"north carolina","cabarrus",0.547985684451338
"3744","37027","Trump",32119,42364,"north carolina","caldwell",0.758167311868568
"3745","37029","Trump",4312,5849,"north carolina","camden",0.737220037613267
"3748","37031","Trump",30028,42121,"north carolina","carteret",0.712898554165381
"3749","37033","Trump",7089,11949,"north carolina","caswell",0.593271403464725
"3752","37035","Trump",56588,82277,"north carolina","catawba",0.687774226089916
"3753","37037","Trump",21186,47973,"north carolina","chatham",0.441623413169908
"3755","37039","Trump",12628,16211,"north carolina","cherokee",0.77897723767812
"3757","37041","Trump",4471,7718,"north carolina","chowan",0.579295154185022
"3759","37043","Trump",5112,6811,"north carolina","clay",0.750550579944208
"3762","37045","Trump",33798,50753,"north carolina","cleveland",0.665931077965835
"3764","37047","Trump",16832,26278,"north carolina","columbus",0.64053580942233
"3766","37049","Trump",31032,52180,"north carolina","craven",0.594710617094672
"3767","37051","Trump",60032,144501,"north carolina","cumberland",0.415443491740542
"3772","37053","Trump",11657,15852,"north carolina","currituck:knotts",0.735364622760535
"3773","37053","Trump",11657,15852,"north carolina","currituck:spit",0.735364622760535
"3774","37053","Trump",11657,15852,"north carolina","currituck:main",0.735364622760535
"3775","37055","Trump",13938,23874,"north carolina","dare",0.583815028901734
"3777","37057","Trump",64658,87294,"north carolina","davidson",0.740692372900772
"3780","37059","Trump",18228,24941,"north carolina","davie",0.730844793713163
"3781","37061","Trump",13793,22560,"north carolina","duplin",0.611391843971631
"3784","37063","Trump",32459,177147,"north carolina","durham",0.183232005057946
"3785","37065","Trump",9206,25295,"north carolina","edgecombe",0.36394544376359
"3788","37067","Trump",85060,198089,"north carolina","forsyth",0.429402945140821
"3789","37069","Trump",20904,36786,"north carolina","franklin",0.56825966400261
"3792","37071","Trump",73033,113992,"north carolina","gaston",0.640685311249912
"3793","37073","Trump",3367,5913,"north carolina","gates",0.569423304583122
"3795","37075","Trump",3710,4615,"north carolina","graham",0.803900325027086
"3798","37077","Trump",16647,31212,"north carolina","granville",0.533352556708958
"3799","37079","Trump",4874,8706,"north carolina","greene",0.559843785894785
"3801","37081","Trump",107294,280380,"north carolina","guilford",0.382673514516014
"3803","37083","Trump",10080,25625,"north carolina","halifax",0.393365853658537
"3805","37085","Trump",35177,57270,"north carolina","harnett",0.614230836389034
"3808","37087","Trump",22834,35978,"north carolina","haywood",0.634665628995497
"3809","37089","Trump",40032,67243,"north carolina","henderson",0.595333343247624
"3812","37091","Trump",3479,10576,"north carolina","hertford",0.328952344931921
"3813","37093","Trump",9453,21257,"north carolina","hoke",0.444700569224256
"3815","37095","Trump",1418,2464,"north carolina","hyde",0.575487012987013
"3817","37097","Trump",67010,100898,"north carolina","iredell",0.664136058197387
"3820","37099","Trump",11356,20947,"north carolina","jackson",0.542130137967251
"3822","37101","Trump",68354,109615,"north carolina","johnston",0.623582538886101
"3823","37103","Trump",3280,5477,"north carolina","jones",0.598867993427059
"3825","37105","Trump",16469,28612,"north carolina","lee",0.575597651335104
"3828","37107","Trump",14590,28195,"north carolina","lenoir",0.517467636105692
"3830","37109","Trump",36341,49615,"north carolina","lincoln",0.732459941549935
"3832","37111","Trump",16883,22715,"north carolina","mcdowell",0.743253356812679
"3834","37113","Trump",14211,20441,"north carolina","macon",0.695220390391859
"3836","37115","Trump",7979,12880,"north carolina","madison",0.619487577639752
"3838","37117","Trump",6532,12443,"north carolina","martin",0.524953789279113
"3839","37119","Trump",179211,557318,"north carolina","mecklenburg",0.321559684058293
"3842","37121","Trump",7090,8957,"north carolina","mitchell",0.79155967399799
"3843","37123","Trump",8411,12738,"north carolina","montgomery",0.660307740618621
"3846","37125","Trump",36764,57543,"north carolina","moore",0.63889612985072
"3848","37127","Trump",25827,51774,"north carolina","nash",0.498841117163055
"3850","37129","Trump",63333,129479,"north carolina","new hanover",0.489137234609473
"3851","37131","Trump",3989,10058,"north carolina","northampton",0.396599721614635
"3854","37133","Trump",46078,70344,"north carolina","onslow",0.655038098487433
"3856","37135","Trump",20176,83770,"north carolina","orange",0.240849946281485
"3857","37137","Trump",4849,7562,"north carolina","pamlico",0.641232478180376
"3860","37139","Trump",9770,19602,"north carolina","pasquotank",0.498418528721559
"3862","37141","Trump",21956,33679,"north carolina","pender",0.651919593812168
"3864","37143","Trump",4903,7395,"north carolina","perquimans",0.663015551048005
"3865","37145","Trump",13184,21649,"north carolina","person",0.60898886784609
"3867","37147","Trump",38982,86234,"north carolina","pitt",0.452049075770578
"3869","37149","Trump",7689,12207,"north carolina","polk",0.629884492504301
"3871","37151","Trump",56894,72512,"north carolina","randolph",0.784614960282436
"3873","37153","Trump",11830,20584,"north carolina","richmond",0.574718227749708
"3875","37155","Trump",27806,46826,"north carolina","robeson",0.59381540169991
"3878","37157","Trump",31301,47293,"north carolina","rockingham",0.661852705474383
"3880","37159","Trump",49297,72411,"north carolina","rowan",0.68079435444891
"3882","37161","Trump",24891,34026,"north carolina","rutherford",0.731528830894022
"3883","37163","Trump",17411,28377,"north carolina","sampson",0.613560277689678
"3885","37165","Trump",7473,14659,"north carolina","scotland",0.509789207995088
"3888","37167","Trump",25458,33587,"north carolina","stanly",0.757971834340668
"3889","37169","Trump",20143,25429,"north carolina","stokes",0.792127098981478
"3891","37171","Trump",27538,36259,"north carolina","surry",0.759480404864999
"3893","37173","Trump",4161,6941,"north carolina","swain",0.599481342746002
"3896","37175","Trump",11636,20080,"north carolina","transylvania",0.579482071713147
"3897","37177","Trump",1044,1802,"north carolina","tyrrell",0.579356270810211
"3900","37179","Trump",80382,129107,"north carolina","union",0.622599859031656
"3901","37181","Trump",8391,20822,"north carolina","vance",0.402987225050427
"3903","37183","Trump",226197,619533,"north carolina","wake",0.365108880398623
"3905","37185","Trump",3752,10152,"north carolina","warren",0.369582348305753
"3907","37187","Trump",2781,6177,"north carolina","washington",0.450218552695483
"3909","37189","Trump",14451,31573,"north carolina","watauga",0.457701200392741
"3912","37191","Trump",30709,54924,"north carolina","wayne",0.559118054038307
"3914","37193","Trump",27591,35101,"north carolina","wilkes",0.786045981595966
"3916","37195","Trump",19581,40335,"north carolina","wilson",0.485459278542209
"3918","37197","Trump",15933,19696,"north carolina","yadkin",0.80894597887896
"3919","37199","Trump",7516,11204,"north carolina","yancey",0.670831845769368
"3921","38001","Trump",981,1239,"north dakota","adams",0.791767554479419
"3923","38003","Trump",3568,5388,"north dakota","barnes",0.662212323682257
"3925","38005","Trump",1094,1916,"north dakota","benson",0.57098121085595
"3927","38007","Trump",541,613,"north dakota","billings",0.882544861337684
"3930","38009","Trump",2575,3396,"north dakota","bottineau",0.758244994110718
"3932","38011","Trump",1395,1623,"north dakota","bowman",0.859519408502773
"3934","38013","Trump",994,1131,"north dakota","burke",0.878868258178603
"3936","38015","Trump",34744,49092,"north dakota","burleigh",0.70773242076102
"3938","38017","Trump",42619,82930,"north dakota","cass",0.51391535029543
"3940","38019","Trump",1499,1973,"north dakota","cavalier",0.759756715661429
"3941","38021","Trump",1742,2350,"north dakota","dickey",0.741276595744681
"3944","38023","Trump",904,1169,"north dakota","divide",0.773310521813516
"3945","38025","Trump",1951,2293,"north dakota","dunn",0.850850414304405
"3948","38027","Trump",854,1237,"north dakota","eddy",0.690379951495554
"3950","38029","Trump",1738,1975,"north dakota","emmons",0.88
"3952","38031","Trump",1362,1735,"north dakota","foster",0.785014409221902
"3954","38033","Trump",871,1008,"north dakota","golden valley",0.864087301587302
"3956","38035","Trump",16987,29867,"north dakota","grand forks",0.568754813004319
"3958","38037","Trump",1145,1352,"north dakota","grant",0.84689349112426
"3959","38039","Trump",907,1215,"north dakota","griggs",0.746502057613169
"3962","38041","Trump",1091,1287,"north dakota","hettinger",0.847707847707848
"3963","38043","Trump",1215,1436,"north dakota","kidder",0.846100278551532
"3965","38045","Trump",1645,2172,"north dakota","la moure",0.757366482504604
"3968","38047","Trump",930,1058,"north dakota","logan",0.879017013232514
"3970","38049","Trump",2364,2928,"north dakota","mchenry",0.807377049180328
"3971","38051","Trump",1153,1414,"north dakota","mcintosh",0.815417256011315
"3974","38053","Trump",4482,5296,"north dakota","mckenzie",0.846299093655589
"3976","38055","Trump",4198,5428,"north dakota","mclean",0.773397199705232
"3977","38057","Trump",3856,4560,"north dakota","mercer",0.845614035087719
"3979","38059","Trump",12243,16115,"north dakota","morton",0.759726962457338
"3981","38061","Trump",2824,4080,"north dakota","mountrail",0.692156862745098
"3983","38063","Trump",1141,1727,"north dakota","nelson",0.660683265778807
"3985","38065","Trump",918,1047,"north dakota","oliver",0.876790830945559
"3987","38067","Trump",2460,3246,"north dakota","pembina",0.757855822550832
"3990","38069","Trump",1585,2082,"north dakota","pierce",0.761287223823247
"3992","38071","Trump",3577,5216,"north dakota","ramsey",0.685774539877301
"3993","38073","Trump",1418,2363,"north dakota","ransom",0.600084638171815
"3995","38075","Trump",1065,1285,"north dakota","renville",0.828793774319066
"3998","38077","Trump",5072,7582,"north dakota","richland",0.668952782906885
"3999","38079","Trump",1257,3739,"north dakota","rolette",0.33618614602835
"4001","38081","Trump",1266,2004,"north dakota","sargent",0.631736526946108
"4003","38083","Trump",688,792,"north dakota","sheridan",0.868686868686869
"4005","38085","Trump",258,1062,"north dakota","sioux",0.242937853107345
"4008","38087","Trump",380,424,"north dakota","slope",0.89622641509434
"4009","38089","Trump",12110,14609,"north dakota","stark",0.828941063727839
"4012","38091","Trump",652,1044,"north dakota","steele",0.624521072796935
"4014","38093","Trump",6994,9670,"north dakota","stutsman",0.723267838676318
"4015","38095","Trump",830,1147,"north dakota","towner",0.723626852659111
"4018","38097","Trump",2522,4015,"north dakota","traill",0.628144458281445
"4019","38099","Trump",3324,4657,"north dakota","walsh",0.7137642258965
"4022","38101","Trump",19974,27267,"north dakota","ward",0.732533832104742
"4024","38103","Trump",1893,2335,"north dakota","wells",0.810706638115632
"4025","38105","Trump",11739,13908,"north dakota","williams",0.84404659188956
"4027","39001","Trump",9870,12026,"ohio","adams",0.820721769499418
"4029","39003","Trump",32052,45663,"ohio","allen",0.70192497207805
"4031","39005","Trump",19002,25450,"ohio","ashland",0.74664047151277
"4034","39007","Trump",26890,43387,"ohio","ashtabula",0.619770899117247
"4036","39009","Trump",10862,25634,"ohio","athens",0.423734103144262
"4038","39011","Trump",20451,25034,"ohio","auglaize",0.816928976591835
"4039","39013","Trump",23092,32099,"ohio","belmont",0.719399358235459
"4042","39015","Trump",16032,20358,"ohio","brown",0.787503684055408
"4044","39017","Trump",114392,184005,"ohio","butler",0.621678758729382
"4046","39019","Trump",10525,13731,"ohio","carroll",0.766513728060593
"4047","39021","Trump",14086,19032,"ohio","champaign",0.740121899957966
"4050","39023","Trump",39032,63108,"ohio","clark",0.618495277936236
"4052","39025","Trump",74570,108662,"ohio","clermont",0.686256465001564
"4053","39027","Trump",15061,19617,"ohio","clinton",0.767752459601366
"4056","39029","Trump",35124,48307,"ohio","columbiana",0.727099592191608
"4058","39031","Trump",11982,16039,"ohio","coshocton",0.747054055739136
"4060","39033","Trump",15043,19874,"ohio","crawford",0.756918587098722
"4062","39035","Trump",202699,618875,"ohio","cuyahoga",0.327528176126035
"4063","39037","Trump",22003,26734,"ohio","darke",0.823034338295803
"4065","39039","Trump",12778,18648,"ohio","defiance",0.685220935220935
"4067","39041","Trump",66356,124091,"ohio","delaware",0.534736604588568
"4070","39043","Trump",21724,38866,"ohio","erie",0.558946122575001
"4071","39045","Trump",49714,80348,"ohio","fairfield",0.618733509234829
"4073","39047","Trump",9220,12131,"ohio","fayette",0.760036270711401
"4075","39049","Trump",211237,620381,"ohio","franklin",0.340495598672429
"4078","39051","Trump",15731,22395,"ohio","fulton",0.702433578923867
"4079","39053","Trump",10289,13200,"ohio","gallia",0.779469696969697
"4081","39055","Trump",33581,54561,"ohio","geauga",0.615476255933726
"4083","39057","Trump",52072,86870,"ohio","greene",0.599424427305169
"4085","39059","Trump",13407,17984,"ohio","guernsey",0.745495996441281
"4087","39061","Trump",177886,424152,"ohio","hamilton",0.419392104717177
"4089","39063","Trump",25796,37331,"ohio","hancock",0.691007473681391
