"FIPS","RPL_THEME1","RPL_THEME2","RPL_THEME3","RPL_THEME4"
1029,0.8694,0.6632,0.3419,0.1
1059,0.8713,0.6622,0.8185,0.5275
1133,0.8334,0.7896,0.2592,0.5084
2060,0.1857,0.1792,0.4257,0.887
2105,0.3344,0.2139,0.4575,0.7794
2150,0.2354,0.5629,0.9443,0.9535
2170,0.3529,0.2783,0.582,0.262
2198,0.5885,0.8424,0.4489,0.8943
2240,0.4064,0.3512,0.8103,0.7259
4007,0.8573,0.8819,0.8093,0.6689
4013,0.4175,0.3378,0.9274,0.7259
4015,0.7541,0.7861,0.7081,0.851
5049,0.8551,0.7749,0.1741,0.4642
5057,0.8382,0.9812,0.914,0.6861
5065,0.8328,0.4826,0.1184,0.4629
5067,0.8968,0.574,0.2865,0.7084
5089,0.8318,0.603,0.0573,0.311
5097,0.7943,0.6253,0.4578,0.5091
5101,0.5739,0.5492,0.0614,0.1506
5111,0.8519,0.9768,0.3053,0.5785
5127,0.9608,0.9303,0.4877,0.5731
5137,0.8752,0.659,0.0751,0.192
5147,0.9315,0.9723,0.3346,0.4836
6003,0.6672,0.6266,0.609,0.7055
6021,0.8646,0.8192,0.9542,0.4871
6045,0.6965,0.8182,0.8841,0.8491
6065,0.6892,0.3776,0.9736,0.6632
6069,0.4978,0.3855,0.9771,0.1958
6073,0.3914,0.0621,0.9561,0.8411
6095,0.3697,0.2716,0.958,0.6905
6113,0.5656,0.0302,0.9497,0.9519
8011,0.8701,0.6457,0.8313,0.8077
8031,0.278,0.0175,0.9382,0.8717
8089,0.8882,0.9885,0.8863,0.6269
8105,0.8156,0.893,0.9201,0.9277
9003,0.3111,0.1869,0.8905,0.737
11001,0.4223,0.0283,0.9223,0.9739
12011,0.4232,0.1716,0.972,0.6638
12063,0.9191,0.7001,0.751,0.9784
12071,0.408,0.2798,0.8768,0.6103
12095,0.4924,0.177,0.9637,0.787
12097,0.7099,0.6291,0.9822,0.5501
12133,0.9322,0.6708,0.575,0.8548
13001,0.8818,0.9605,0.8153,0.894
13009,0.9131,0.1576,0.7084,0.9494
13025,0.8697,0.8138,0.2232,0.249
13027,0.8933,0.3808,0.8586,0.6097
13033,0.8159,0.7835,0.7227,0.6613
13055,0.9417,0.4769,0.6313,0.9669
13059,0.7898,0.0242,0.8914,0.9551
13087,0.829,0.9185,0.6125,0.9806
13089,0.4889,0.2238,0.9688,0.7208
13091,0.8885,0.6714,0.6291,0.9602
13097,0.5331,0.5345,0.873,0.2267
13101,0.8303,0.1477,0.8418,0.3588
13121,0.3245,0.1124,0.8968,0.8259
13125,0.7105,0.3629,0.3814,0.8628
13151,0.3768,0.461,0.8364,0.0474
13155,0.9481,0.8322,0.6154,0.3849
13173,0.9471,0.8755,0.3817,0.6995
13175,0.7659,0.788,0.4935,0.7622
13189,0.9025,0.8637,0.7036,0.8854
13197,0.9201,0.3432,0.8914,0.5938
13225,0.8602,0.6657,0.8774,0.9513
13245,0.8955,0.7249,0.7584,0.9261
13249,0.901,0.8644,0.5355,0.4569
13279,0.8975,0.9363,0.851,0.9223
13287,0.8815,0.9755,0.73,0.9666
13315,0.8927,0.1538,0.8233,0.7628
15009,0.1376,0.1267,0.9472,0.6622
16003,0.5694,0.6192,0.1328,0.1137
16047,0.6669,0.4833,0.8835,0.4588
16063,0.6048,0.2706,0.8927,0.2856
17003,0.9188,0.9987,0.4209,0.8488
17019,0.3522,0.0105,0.7902,0.9936
17151,0.7408,0.4655,0.1242,0.304
17153,0.8522,0.7109,0.4546,0.3337
18001,0.6032,0.3098,0.3865,0.8134
18027,0.622,0.4721,0.4846,0.8586
18087,0.4541,0.1484,0.5256,0.44
18105,0.5573,0.0131,0.5756,0.8921
19021,0.5806,0.405,0.9312,0.7052
19051,0.4032,0.3251,0.2289,0.5918
20067,0.5398,0.0672,0.9449,0.1535
20075,0.5414,0.1152,0.9284,0.0064
21011,0.8924,0.9532,0.0331,0.4699
21041,0.9121,0.8134,0.4731,0.8621
21047,0.8226,0.8357,0.6533,0.9306
21099,0.9048,0.7701,0.2006,0.6479
21115,0.9264,0.4804,0.1258,0.9459
21143,0.3876,0.3719,0.2159,0.4906
21165,0.8959,0.6412,0.0016,0.4314
21169,0.8682,0.9373,0.1455,0.3133
21171,0.865,0.6036,0.2388,0.5979
21205,0.7939,0.2133,0.3133,0.9742
21207,0.9602,0.8408,0.3833,0.674
21219,0.8268,0.5384,0.6036,0.7612
21235,0.9465,0.7988,0.0783,0.8946
22009,0.914,0.9392,0.5702,0.9663
22017,0.7328,0.8083,0.6619,0.8103
22021,0.9522,0.4823,0.6855,0.9589
22025,0.8401,0.4311,0.3938,0.8469
22043,0.8134,0.107,0.6826,0.4849
22045,0.9045,0.8857,0.8268,0.901
22061,0.793,0.2127,0.7338,0.9755
22067,0.8685,0.8042,0.4862,0.9023
22083,0.8299,0.8118,0.483,0.8513
22087,0.8908,0.7625,0.8071,0.1888
24029,0.2726,0.3028,0.6807,0.6396
24031,0.1083,0.0764,0.9554,0.5804
24033,0.3408,0.1729,0.9819,0.8641
25009,0.2513,0.2114,0.8663,0.8045
26053,0.4987,0.2811,0.2334,0.6186
26073,0.7188,0.0525,0.4712,0.9086
26097,0.5554,0.4706,0.5508,0.7953
26119,0.7554,0.5326,0.0401,0.1671
26135,0.8239,0.8157,0.1611,0.4976
26143,0.7239,0.7221,0.1414,0.2101
27105,0.6232,0.6657,0.9325,0.7533
27123,0.3038,0.2432,0.9013,0.944
28017,0.8768,0.914,0.7491,0.7163
28025,0.9277,0.6183,0.5142,0.2375
28035,0.8627,0.8647,0.6176,0.9599
28047,0.7764,0.7714,0.7781,0.8637
28049,0.8182,0.5603,0.7746,0.872
28061,0.8073,0.9596,0.4534,0.3451
28101,0.8497,0.971,0.5613,0.8383
28105,0.8038,0.0229,0.6192,0.886
28127,0.9411,0.8758,0.4276,0.8437
28141,0.9073,0.6495,0.1184,0.4826
28153,0.9083,0.9694,0.5403,0.6336
29055,0.9245,0.8972,0.1741,0.4276
29085,0.7745,0.5205,0.3502,0.1235
29143,0.9392,0.9879,0.3868,0.5934
29153,0.8997,0.6125,0.0252,0.3906
29181,0.9226,0.921,0.107,0.3432
29203,0.9022,0.8946,0.0637,0.2888
30051,0.3341,0.5587,0.3381,0.6154
31079,0.4455,0.7163,0.8838,0.5909
31091,0.2882,0.5587,0.0169,0.1557
32003,0.5459,0.3639,0.9608,0.7443
32021,0.8503,0.8981,0.4419,0.8663
34007,0.4061,0.453,0.9166,0.6301
34021,0.35,0.0723,0.9459,0.8672
34023,0.2134,0.0401,0.9592,0.907
35003,0.4529,0.5116,0.4502,0.1732
35007,0.8025,0.9312,0.8195,0.9678
35009,0.7914,0.8246,0.9414,0.5692
35011,0.6207,0.9357,0.7619,0.2668
35013,0.9341,0.6874,0.9854,0.9723
35057,0.7783,0.2741,0.8736,0.5486
36085,0.2955,0.0697,0.9004,0.8067
36109,0.3159,0.008,0.5969,0.957
36119,0.264,0.0853,0.9392,0.9386
37015,0.9535,0.7138,0.6565,0.923
37017,0.9061,0.9338,0.8341,0.7555
37063,0.3873,0.1022,0.9577,0.9019
37095,0.9398,0.4199,0.8625,0.581
37103,0.9162,0.674,0.7447,0.6568
37153,0.9385,0.915,0.8602,0.9102
37185,0.8736,0.7068,0.781,0.795
37189,0.7261,0.0048,0.3343,0.822
38053,0.1682,0.2235,0.7058,0.7717
38061,0.1347,0.2184,0.7093,0.7784
39095,0.6038,0.7087,0.6574,0.5957
40055,0.8971,0.8176,0.2996,0.5387
40061,0.886,0.9771,0.5973,0.4429
40107,0.9589,0.7377,0.5606,0.9137
40119,0.5831,0.0172,0.525,0.9573
40135,0.9182,0.9678,0.6485,0.603
41051,0.3067,0.0296,0.8567,0.9271
42027,0.3092,0.0013,0.4941,0.9701
42053,0.7704,0.3508,0.7762,0.4897
44007,0.5768,0.27,0.9169,0.8832
45031,0.9118,0.8602,0.6676,0.8341
45079,0.4729,0.2318,0.8284,0.8211
46005,0.4745,0.5571,0.8338,0.6555
46027,0.5083,0.0092,0.3731,0.5677
46085,0.7182,0.6507,0.4572,0.6944
47027,0.8041,0.71,0.0519,0.5279
47067,0.9513,0.7536,0.1299,0.61
47069,0.9592,0.6364,0.5966,0.6718
47091,0.7736,0.3559,0.1706,0.6237
47135,0.8449,0.7163,0.1041,0.6434
47137,0.6857,0.4585,0.0455,0.377
47151,0.9433,0.9793,0.0232,0.4005
47157,0.6408,0.5772,0.8968,0.6972
47175,0.9255,0.4314,0.0175,0.525
48005,0.8414,0.9487,0.9007,0.9452
48029,0.6048,0.6205,0.9733,0.781
48041,0.5955,0.0331,0.921,0.914
48057,0.6685,0.9386,0.9548,0.5603
48087,0.8392,0.83,0.9042,0.5947
48111,0.5436,0.2881,0.9631,0.2652
48155,0.651,0.4365,0.7482,0.1051
48157,0.1787,0.1592,0.9653,0.2248
48173,0.3073,0.0236,0.9497,0.0774
48191,0.9334,0.9924,0.9357,0.3833
48211,0.5732,0.6431,0.9198,0.5912
48219,0.7904,0.6539,0.9386,0.8485
48225,0.743,0.758,0.83,0.958
48245,0.6564,0.5976,0.9452,0.8762
48253,0.6828,0.1687,0.8023,0.5712
48263,0.3586,0.8351,0.5384,0.2818
48311,0.457,0.9981,0.9179,0.3091
48315,0.7889,0.4419,0.7488,0.3515
48317,0.3615,0.3855,0.9032,0.2219
48327,0.4131,0.455,0.9188,0.5174
48339,0.228,0.2057,0.8679,0.5221
48383,0.5815,0.3266,0.9885,0.0659
48385,0.6411,0.8526,0.7074,0.4387
48391,0.8465,0.9943,0.887,0.5508
48403,0.7742,0.6874,0.2853,0.2139
48405,0.8949,0.7657,0.6574,0.7819
48411,0.5882,0.4537,0.9058,0.6721
48415,0.5854,0.2891,0.8892,0.71
48421,0.4984,0.1983,0.9363,0.2108
48425,0.4917,0.6823,0.4365,0.6371
48455,0.7965,0.7867,0.7176,0.5027
48461,0.5736,0.3941,0.9663,0.411
48475,0.6309,0.1197,0.9503,0.6116
48481,0.6739,0.8367,0.9516,0.7615
49031,0.628,0.8567,0.0567,0.0245
51121,0.4303,0.0029,0.5183,0.8402
51520,0.7768,0.9551,0.2665,0.5358
51540,0.3618,0.0124,0.8424,0.8714
51678,0.6449,0.015,0.2493,0.6692
51680,0.7057,0.127,0.7695,0.893
51750,0.7462,0.0022,0.3604,0.8236
51770,0.7108,0.54,0.8367,0.7431
53033,0.0885,0.0134,0.9048,0.8666
53075,0.7064,0.0019,0.6893,0.8828
54021,0.8854,0.0595,0.6597,0.8491
54045,0.935,0.7491,0.0185,0.7217
54087,0.9389,0.7408,0.028,0.398
54101,0.9631,0.9309,3e-04,0.4696
55079,0.5949,0.5209,0.9131,0.8529
1023,0.9057,0.9083,0.5896,0.5775
1035,0.9529,0.9713,0.4397,0.213
1091,0.8643,0.8048,0.496,0.4088
1099,0.9551,0.5056,0.469,0.3728
2282,0.2115,0.4062,0.7663,0.9612
5039,0.6662,0.9882,0.7058,0.7421
5041,0.9726,0.9898,0.9124,0.375
5069,0.8803,0.7953,0.6457,0.9812
5079,0.7277,0.2146,0.639,0.9873
5093,0.9369,0.9589,0.7638,0.7574
5113,0.9029,0.9669,0.5196,0.646
5133,0.8341,0.3747,0.936,0.3432
6001,0.2548,0.0239,0.9806,0.916
6013,0.2478,0.141,0.9564,0.4795
6037,0.6159,0.1047,0.9933,0.9045
6053,0.5828,0.3477,0.993,0.8399
6059,0.3248,0.05,0.9723,0.5683
6067,0.5338,0.3563,0.9535,0.7603
6081,0.1185,0.0201,0.9682,0.6043
6083,0.5188,0.1086,0.9672,0.9156
6085,0.1933,0.0255,0.9815,0.731
6101,0.7885,0.7291,0.9643,0.6654
6115,0.808,0.8265,0.9303,0.9077
8001,0.4006,0.4008,0.9443,0.5524
8021,0.8879,0.9405,0.9175,0.5903
8025,0.9519,0.2315,0.8507,0.8478
12021,0.2889,0.1563,0.9195,0.609
12029,0.8417,0.8013,0.3416,0.9904
12107,0.949,0.7778,0.78,0.9064
13005,0.8408,0.9535,0.7978,0.8204
13017,0.8204,0.9207,0.7186,0.6253
13021,0.821,0.8316,0.8131,0.865
13069,0.814,0.8781,0.8615,0.9462
13081,0.9545,0.9729,0.716,0.9475
13107,0.9475,0.9529,0.7889,0.8771
13135,0.3299,0.3324,0.9717,0.2337
13165,0.8207,0.5724,0.8953,0.5301
13167,0.9417,0.375,0.4183,0.993
13179,0.7283,0.6921,0.8647,0.9195
13183,0.871,0.8803,0.8612,0.2461
13235,0.8252,0.8236,0.3948,0.8701
13269,0.9707,0.7116,0.4957,0.9
13289,0.943,0.8252,0.4199,0.2757
13307,0.7299,0.9637,0.8621,0.2171
13313,0.8124,0.3703,0.9341,0.8577
15003,0.1137,0.0468,0.9752,0.965
15005,0.1347,0.077,0.9421,0.4963
16053,0.7325,0.4174,0.9261,0.2588
16073,0.7847,0.8669,0.8857,0.3731
17031,0.5057,0.0946,0.9618,0.8758
17077,0.7159,0.0904,0.6008,0.9366
20081,0.5092,0.0984,0.8851,0.2467
20209,0.8828,0.7841,0.9659,0.6686
21043,0.9532,0.8395,0.0605,0.7991
21135,0.9404,0.6972,0.0051,0.3986
21181,0.8981,0.774,0.1948,0.8459
21195,0.9487,0.7055,0.0271,0.8408
21231,0.9146,0.4772,0.2012,0.7472
22013,0.8223,0.9796,0.5565,0.9338
22031,0.8678,0.9449,0.5782,0.7128
22049,0.8704,0.9774,0.6154,0.8395
22069,0.9287,0.4712,0.5651,0.8147
22071,0.6997,0.1761,0.8797,0.7771
22091,0.9194,0.916,0.4989,0.7647
24039,0.9086,0.2537,0.8067,0.9395
25013,0.6076,0.6593,0.8911,0.843
25025,0.5608,0.0474,0.9656,0.9774
26163,0.7936,0.7845,0.9019,0.6587
28007,0.9541,0.9949,0.6004,0.9239
28029,0.9548,0.6998,0.7848,0.8736
28031,0.9376,0.9201,0.4327,0.2579
28041,0.8793,0.085,0.3149,0.6867
28065,0.9659,0.7947,0.4798,0.5113
28097,0.9309,0.9955,0.5667,0.3508
28099,0.9468,0.9869,0.6479,0.8316
28113,0.9325,0.9538,0.8265,0.9659
28115,0.8914,0.9545,0.7246,0.5123
29119,0.7844,0.843,0.8052,0.68
29215,0.9185,0.8975,0.2483,0.6797
29221,0.9414,0.7447,0.0885,0.7695
29510,0.7121,0.242,0.8828,0.7985
31037,0.5834,0.0898,0.965,0.3139
32009,0.2669,0.568,0.7886,0.937
32023,0.7261,0.5288,0.7167,0.5664
32027,0.7978,0.1515,0.858,0.9984
34001,0.5551,0.4381,0.928,0.8812
35041,0.9424,0.7472,0.9405,0.7389
36061,0.4201,0.0086,0.9612,0.9736
37005,0.8742,0.7071,0.5565,0.1121
37007,0.9178,0.4922,0.8383,0.9682
37065,0.9229,0.9268,0.8163,0.9089
37093,0.8615,0.8542,0.929,0.5129
37107,0.9207,0.9806,0.8854,0.9672
37163,0.9252,0.9255,0.9427,0.7902
37181,0.9006,0.9513,0.8491,0.9172
37187,0.9032,0.9812,0.4976,0.5033
39075,0.5271,0.0614,0.389,0.7994
40091,0.786,0.8714,0.4782,0.582
41045,0.9153,0.8867,0.9029,0.9994
45025,0.95,0.8039,0.7924,0.866
45027,0.9439,0.9124,0.7208,0.9615
45049,0.9073,0.2305,0.8227,0.5903
45065,0.85,0.623,0.44,0.54
47029,0.9475,0.9099,0.1515,0.2127
47129,0.8994,0.4935,0.2079,0.7689
48055,0.6169,0.5078,0.9583,0.9631
48105,0.6016,0.5896,0.9398,0.3855
48115,0.8541,0.8106,0.9557,0.8752
48137,0.3519,0.4992,0.9338,0.1812
48165,0.6939,0.2639,0.9478,0.4171
48273,0.9328,0.689,0.9376,0.9879
48291,0.7787,0.6301,0.8755,0.9933
48313,0.635,0.3095,0.9207,0.9621
48329,0.2182,0.3292,0.9478,0.5559
48345,0.5334,1,0.5107,0.2073
48409,0.6478,0.829,0.9494,0.625
48413,0.772,0.0834,0.9424,0.249
48439,0.3793,0.4005,0.9487,0.4464
48443,0.7799,0.1659,0.9615,0.0229
48449,0.8532,0.7243,0.9618,0.596
48457,0.8076,0.5323,0.6457,0.9675
48471,0.7201,0.0041,0.8895,0.9895
48473,0.7223,0.163,0.9586,0.9265
48495,0.6818,0.2085,0.9768,0.3668
49039,0.7258,0.0936,0.6355,0.6749
51029,0.8618,0.4947,0.4782,0.7488
51081,0.8675,0.1401,0.5626,0.9567
51153,0.1748,0.2003,0.9542,0.2346
51590,0.8889,0.9643,0.7377,0.8841
51620,0.7828,0.9086,0.5164,0.2919
51660,0.7513,0.0363,0.893,0.9787
51683,0.3774,0.2092,0.971,0.2814
51685,0.4608,0.3493,0.9784,0.2611
51690,0.872,0.9889,0.6613,0.5597
51700,0.5201,0.6062,0.8695,0.9507
51740,0.7143,0.6313,0.7536,0.7469
51760,0.6822,0.1302,0.9268,0.879
53025,0.701,0.5167,0.951,0.7982
54013,0.9197,0.7052,0.0089,0.1993
54109,0.9382,0.7189,0.0083,0.4502
1065,0.9334,0.9634,0.5116,0.9347
2013,0.3376,0.0446,0.9952,0.9351
2185,0.3261,0.4378,0.8115,0.9924
4009,0.8901,0.6065,0.8902,0.9854
4012,0.9105,0.7065,0.9051,0.7514
5035,0.893,0.9137,0.6714,0.8504
5095,0.9003,0.9777,0.4706,0.4244
5099,0.799,0.9873,0.377,0.8227
6039,0.9258,0.6727,0.9847,0.8239
6071,0.8277,0.4728,0.9825,0.8141
6075,0.2239,0.0035,0.9742,0.9497
6077,0.7618,0.5957,0.9812,0.8083
6099,0.8089,0.6428,0.9701,0.6043
12013,0.7758,0.6367,0.5813,0.9026
12077,0.835,0.5183,0.7202,0.7507
12079,0.872,0.6527,0.7291,0.9971
12086,0.6936,0.1388,0.9968,0.8988
12093,0.9232,0.7103,0.901,0.8704
12123,0.8812,0.4161,0.5909,0.9815
12125,0.9596,0.2744,0.4683,0.8634
13019,0.9621,0.8325,0.5094,0.4887
13063,0.8653,0.5333,0.9739,0.7746
13095,0.9427,0.8271,0.7096,0.9204
13099,0.9449,0.9398,0.4486,0.8039
13109,0.9516,0.9414,0.9102,0.886
13215,0.7599,0.8485,0.8335,0.8596
13261,0.9484,0.6578,0.8571,0.979
13267,0.8022,0.4887,0.8475,0.9608
13301,0.9236,0.6039,0.6905,0.8217
13303,0.9239,0.7982,0.738,0.9252
16065,0.7115,0.043,0.3263,0.5349
20057,0.7315,0.4489,0.9777,0.7972
21013,0.9873,0.8555,0.1261,0.9039
21045,0.9666,0.6673,0.1958,0.5594
21065,0.9885,0.8876,0.0073,0.6119
21075,0.9271,0.9809,0.4101,0.4839
21109,0.9828,0.7733,0.001,0.3276
21121,0.9653,0.852,0.0408,0.8173
21129,0.9796,0.7558,0.0341,0.7997
21203,0.9303,0.9007,0.0232,0.702
24510,0.7178,0.3397,0.9045,0.873
26085,0.9395,0.5317,0.2967,0.6877
28013,0.9369,0.9838,0.7243,0.7727
29223,0.9653,0.759,0.0675,0.6323
30035,0.8545,0.3432,0.5778,0.9596
31043,0.7236,0.5419,0.9599,0.8055
31047,0.5261,0.7711,0.9319,0.7475
34011,0.8102,0.6597,0.9573,0.9844
34017,0.4943,0.0627,0.9914,0.8434
34031,0.5111,0.3101,0.9729,0.9067
34039,0.3354,0.276,0.9745,0.7905
35005,0.8376,0.9284,0.9624,0.7972
35019,0.7882,0.923,0.9526,0.8895
35023,0.9564,0.7908,0.9468,0.7876
35033,0.7318,0.5794,0.9596,0.4785
35045,0.8424,0.7975,0.9109,0.7857
35051,0.8338,0.9516,0.7883,0.6975
35053,0.8548,0.7584,0.9529,0.9803
36047,0.6736,0.1738,0.9799,0.9096
36081,0.5223,0.0344,0.9936,0.8478
36087,0.357,0.1391,0.916,0.9074
37083,0.9455,0.9373,0.6883,0.8918
38005,0.8178,0.8185,0.6393,0.6883
40001,0.8739,0.9389,0.7727,0.5571
40139,0.6831,0.1859,0.9666,0.9182
41049,0.6889,0.5298,0.9293,0.5183
45009,0.8576,0.9443,0.5189,0.986
45033,0.9774,0.9379,0.7564,0.7851
45053,0.8755,0.6116,0.9519,0.9226
45075,0.8939,0.7848,0.7351,0.865
45089,0.922,0.9061,0.6622,0.9717
47007,0.8997,0.2735,0.5769,0.8233
47061,0.9618,0.9583,0.3066,0.5708
48003,0.428,0.0815,0.9694,0.4323
48013,0.7822,0.618,0.9551,0.6192
48017,0.6153,0.7179,0.9863,0.5769
48025,0.9634,0.419,0.9296,0.972
48069,0.65,0.398,0.9869,0.6415
48079,0.907,0.6094,0.979,0.3598
48095,0.5252,0.0121,0.9777,0.4957
48101,0.9583,0.9997,0.8023,0.2111
48103,0.3589,0.1194,0.9831,0.4559
48113,0.5599,0.3852,0.9882,0.7081
48117,0.757,0.5339,0.9901,0.6062
48153,0.8274,0.8074,0.9602,0.2833
48169,0.742,0.0665,0.9774,0.6781
48177,0.5904,0.9035,0.9678,0.8762
48195,0.758,0.8077,0.9589,0.199
48201,0.572,0.3801,0.9876,0.6014
48207,0.9401,0.9401,0.9032,0.8048
48249,0.8395,0.8606,0.9602,0.6746
48255,0.642,0.3009,0.9691,0.9392
48271,0.8806,0.2932,0.9755,0.6246
48279,0.75,0.937,0.9682,0.5705
48301,0.6201,0.8032,0.8055,0.5721
48341,0.7389,0.1127,0.9866,0.4922
48357,0.6417,0.0895,0.9713,0.391
48369,0.6035,0.609,0.9841,0.5062
48371,0.629,0.135,0.9834,0.9691
48375,0.7312,0.4986,0.9637,0.985
48389,0.7831,0.0248,0.9946,0.9112
48419,0.9175,0.985,0.9089,0.5294
48435,0.4621,0.6399,0.9647,0.3117
48437,0.9108,0.9698,0.9373,0.7211
48463,0.8242,0.8886,0.9844,0.8364
48465,0.8535,0.7755,0.9955,0.9373
48501,0.5691,0.0576,0.9879,0.3034
51027,0.9682,0.561,0.1016,0.673
51051,0.8325,0.6762,0.0064,0.816
51105,0.9694,0.5275,0.2127,0.7787
51183,0.9172,0.497,0.7533,0.8965
51195,0.9347,0.7195,0.1987,0.9325
51640,0.9013,0.986,0.8255,0.9188
51710,0.6586,0.1414,0.8488,0.9411
51720,0.9576,0.9758,0.157,0.8542
54005,0.9344,0.7695,0.0216,0.5638
54015,0.9678,0.7087,0.0197,0.4651
54043,0.8987,0.5218,0.049,0.4823
1047,0.9669,0.9478,0.5345,0.8392
1087,0.9494,0.5772,0.5053,0.915
1119,0.9561,0.5829,0.6724,0.9866
2016,0.0987,0.0277,0.986,0.9955
2070,0.7341,0.6501,0.8045,0.9093
2164,0.7532,0.6985,0.6301,0.7195
2180,0.8962,0.5387,0.8832,0.9102
4017,0.9599,0.9573,0.9341,0.9618
4023,0.9497,0.837,0.9959,0.4448
4027,0.9408,0.7619,0.9898,0.9796
5017,0.9363,0.9911,0.8271,0.9863
5123,0.9462,0.7838,0.6428,0.9908
6011,0.5898,0.6851,0.9847,0.4228
8023,0.9662,0.8332,0.9787,0.4655
12043,0.908,0.5619,0.9099,0.738
12067,0.9538,0.4043,0.8628,0.9975
13043,0.929,0.9736,0.7542,0.9408
13061,0.9818,0.9131,0.4922,0.7606
13065,0.958,0.8777,0.7017,0.9637
13161,0.8717,0.9086,0.7892,0.8344
13163,0.9366,0.7924,0.7415,0.9032
13205,0.9777,0.8446,0.8497,0.9592
13243,0.9637,0.994,0.4849,0.8873
13271,0.8086,0.1277,0.9567,0.8672
13273,0.9672,0.8841,0.5199,0.9433
20055,0.6764,0.533,0.9726,0.7119
20175,0.8006,0.4884,0.9911,0.8771
21063,0.8691,0.8131,0.0764,0.6775
21071,0.9866,0.7488,0.0261,0.9048
21095,0.9889,0.8313,0.1016,0.8873
21127,0.9729,0.5568,0.2022,0.5727
21133,0.985,0.93,0.0541,0.8131
21153,0.9869,0.5705,6e-04,0.8879
21175,0.9111,0.5145,0.0876,0.9819
22029,0.9146,0.6616,0.4976,0.9653
22041,0.9707,0.957,0.4448,0.8854
22097,0.9134,0.7644,0.7284,0.8418
22107,0.992,0.6988,0.5059,0.425
22117,0.9736,0.9838,0.8109,0.964
28069,0.9092,0.8609,0.4858,0.9446
28125,0.986,0.9519,0.4982,0.9284
28151,0.9755,0.9666,0.7733,0.7883
29069,0.9506,0.9962,0.6816,0.6316
29133,0.951,0.9023,0.3206,0.8746
30005,0.8898,0.9013,0.4511,0.9153
31173,0.8952,0.7182,0.8437,0.6377
32015,0.5777,0.6804,0.8558,0.9083
34013,0.5742,0.4094,0.9796,0.9411
35025,0.7631,0.5852,0.9707,0.9382
35047,0.8857,0.9542,0.9838,0.9128
37061,0.9643,0.9112,0.9459,0.767
37091,0.9608,0.8621,0.8239,0.9828
37165,0.9713,0.9051,0.7077,0.9965
37177,0.8799,0.461,0.7338,0.8602
38079,0.8841,0.866,0.5033,0.8997
45011,0.9299,0.9863,0.7459,0.9758
45061,0.9586,0.4521,0.5266,0.9771
46095,0.9605,0.6571,0.5998,0.8711
47097,0.9503,0.9277,0.5995,0.9465
48107,0.9169,0.992,0.9239,0.3502
48135,0.5901,0.5167,0.9758,0.7224
48145,0.9137,0.4747,0.8819,0.9987
48189,0.879,0.5476,0.9698,0.8628
48283,0.5592,0.4384,0.9924,0.8867
49037,0.9204,0.8641,0.943,0.88
51730,0.9261,0.8526,0.8641,0.8898
53021,0.7357,0.5756,0.9764,0.7813
53077,0.8439,0.7342,0.9704,0.7915
55078,0.7185,0.8902,0.5934,0.5103
1011,0.9771,0.4438,0.6749,0.765
1131,0.9882,0.7883,0.7708,0.6176
2188,0.9102,0.5482,0.7587,0.9656
2290,0.8873,0.8459,0.5422,0.7762
5107,0.9761,0.9975,0.5677,0.362
6029,0.9357,0.5552,0.9799,0.9245
6031,0.9283,0.6068,0.9828,0.9363
6047,0.9615,0.7224,0.992,0.8274
12027,0.8831,0.5992,0.9472,0.9643
12039,0.9306,0.8704,0.9366,0.9841
12059,0.972,0.8707,0.4187,0.9124
13003,0.979,0.7803,0.9395,0.7042
13049,0.9764,0.1162,0.9086,0.7536
13071,0.936,0.7978,0.937,0.9491
13093,0.9701,0.5677,0.872,0.8727
13141,0.8322,0.1945,0.5864,0.921
13309,0.9783,0.0166,0.5065,0.9911
16033,0.9459,0.469,0.9748,0.5224
21025,0.9908,0.5256,0.0118,0.9249
21051,0.9965,0.5498,0.1726,0.9898
21131,0.9933,0.3301,0.0064,0.8911
21189,0.9924,0.9191,0.0051,0.7348
21193,0.9742,0.8727,0.0252,0.9831
22027,0.964,0.6851,0.6246,0.9624
22039,0.9834,0.978,0.8255,0.9694
28001,0.9768,0.7415,0.9634,0.9742
28011,0.9815,0.9472,0.6173,0.8386
28027,0.9831,0.8294,0.5428,0.8188
28063,0.9717,0.4304,0.6383,0.9962
28079,0.9748,0.9822,0.866,0.922
28083,0.9799,0.6145,0.8013,0.9376
28119,0.9994,0.8924,0.5836,0.8013
28143,0.9354,0.6756,0.8803,0.9707
29155,0.9688,0.993,0.4241,0.6199
30003,0.892,0.5113,0.8322,0.4862
37155,0.9646,0.8711,0.9255,0.9698
38085,0.9627,0.5887,0.5925,0.7673
42101,0.8153,0.5549,0.9675,0.8949
45067,0.9452,0.9424,0.8408,0.5014
46007,0.9675,0.6778,0.6982,0.2146
46041,0.9446,0.5138,0.5021,0.8975
46071,0.9525,0.7504,0.476,0.9981
48109,0.9554,0.9914,0.9857,0.8844
48141,0.8825,0.7135,0.9962,0.859
48163,0.9096,0.7026,0.9943,0.9885
48261,0.5239,0.9554,0.9975,0.2162
51595,0.9803,0.8647,0.6297,0.8656
54059,0.9822,0.7526,0.043,0.6457
1005,0.978,0.9153,0.8558,0.9889
1063,0.9959,0.9717,0.5043,0.9554
1105,0.9879,0.9561,0.6237,0.994
2050,0.9624,0.5597,0.9452,0.9478
4001,0.9793,0.8007,0.9761,0.9118
